# file...... output/Bus22_data.csv
# date...... Mon Nov 29 00:16:26 2021
# user...... void
# host...... thiccpad
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,House22:base_power_A, Bus22:measured_power.real, inv_22_sol:VA_Out.real, inv_22_batt:VA_Out.real
2019-09-30 00:58:00 GMT,+11700,+6703.49,+1.74169,+2654.77
2019-09-30 00:59:00 GMT,+11700,+6705.3,+0,+2654.7
2019-09-30 01:00:00 GMT,+10800,+5985.37,+0,+2654.63
2019-09-30 01:01:00 GMT,+10800,+10945.2,+2.20387,-2307.41
2019-09-30 01:02:00 GMT,+10800,+10947.3,+0,-2307.34
2019-09-30 01:03:00 GMT,+10800,+10947.3,+0,-2307.28
2019-09-30 01:04:00 GMT,+10800,+10947.2,+0,-2307.21
2019-09-30 01:05:00 GMT,+10800,+10947.1,+0,-2307.15
2019-09-30 01:06:00 GMT,+10800,+10947.1,+0,-2307.08
2019-09-30 01:07:00 GMT,+10800,+10945.3,+1.70735,-2307.02
2019-09-30 01:08:00 GMT,+10800,+10942.9,+4.05697,-2306.96
2019-09-30 01:09:00 GMT,+10800,+10946.9,+0,-2306.89
2019-09-30 01:10:00 GMT,+10800,+10946.8,+0,-2306.83
2019-09-30 01:11:00 GMT,+10800,+10946.8,+0,-2306.76
2019-09-30 01:12:00 GMT,+10800,+10946.7,+0,-2306.7
2019-09-30 01:13:00 GMT,+10800,+10945.4,+1.24409,-2306.64
2019-09-30 01:14:00 GMT,+10800,+10946.6,+0,-2306.57
2019-09-30 01:15:00 GMT,+10800,+10944.8,+1.74172,-2306.51
2019-09-30 01:16:00 GMT,+10800,+10946.4,+0,-2306.44
2019-09-30 01:17:00 GMT,+10800,+10943.9,+2.5262,-2306.38
2019-09-30 01:18:00 GMT,+10800,+10943.1,+3.19243,-2306.32
2019-09-30 01:19:00 GMT,+10800,+10941.8,+4.47064,-2306.25
2019-09-30 01:20:00 GMT,+10100,+10385.9,+0.316506,-2306.19
2019-09-30 01:21:00 GMT,+10100,+10552.4,+0,-2472.42
2019-09-30 01:22:00 GMT,+10100,+10548.6,+3.78637,-2472.35
2019-09-30 01:23:00 GMT,+10100,+10547.2,+5.02912,-2472.28
2019-09-30 01:24:00 GMT,+10100,+10547.4,+4.83749,-2472.2
2019-09-30 01:25:00 GMT,+10100,+10552.1,+0,-2472.13
2019-09-30 01:26:00 GMT,+10100,+10550.1,+1.99054,-2472.06
2019-09-30 01:27:00 GMT,+10100,+10552,+0,-2471.98
2019-09-30 01:28:00 GMT,+10100,+10551.9,+0,-2471.91
2019-09-30 01:29:00 GMT,+10100,+10549.6,+2.23941,-2471.84
2019-09-30 01:30:00 GMT,+10100,+10551.3,+0.497653,-2471.76
2019-09-30 01:31:00 GMT,+10100,+10551.7,+0,-2471.69
2019-09-30 01:32:00 GMT,+10100,+10550.1,+1.49292,-2471.62
2019-09-30 01:33:00 GMT,+10100,+10545.8,+5.72276,-2471.54
2019-09-30 01:34:00 GMT,+10100,+10547.6,+3.85852,-2471.47
2019-09-30 01:35:00 GMT,+10100,+10542.7,+8.67615,-2471.39
2019-09-30 01:36:00 GMT,+10100,+10546,+5.31373,-2471.32
2019-09-30 01:37:00 GMT,+10100,+10546.9,+4.3207,-2471.25
2019-09-30 01:38:00 GMT,+10100,+10545.3,+5.86012,-2471.17
2019-09-30 01:39:00 GMT,+10100,+10546.4,+4.72751,-2471.1
2019-09-30 01:40:00 GMT,+9500,+10071,+0,-2471.03
2019-09-30 01:41:00 GMT,+9500,+10233.6,+0,-2633.64
2019-09-30 01:42:00 GMT,+9500,+10233.6,+0,-2633.56
2019-09-30 01:43:00 GMT,+9500,+10232,+1.49291,-2633.48
2019-09-30 01:44:00 GMT,+9500,+10230.4,+2.98581,-2633.39
2019-09-30 01:45:00 GMT,+9500,+10233.3,+0,-2633.31
2019-09-30 01:46:00 GMT,+9500,+10229.5,+3.7323,-2633.23
2019-09-30 01:47:00 GMT,+9500,+10228.9,+4.22995,-2633.14
2019-09-30 01:48:00 GMT,+9500,+10233.1,+0,-2633.06
2019-09-30 01:49:00 GMT,+9500,+10233,+0,-2632.98
2019-09-30 01:50:00 GMT,+9500,+10232.9,+0,-2632.89
2019-09-30 01:51:00 GMT,+9500,+10228.8,+3.98113,-2632.81
2019-09-30 01:52:00 GMT,+9500,+10232.7,+0,-2632.73
2019-09-30 01:53:00 GMT,+9500,+10223.2,+9.45492,-2632.64
2019-09-30 01:54:00 GMT,+9500,+10231,+1.51868,-2632.56
2019-09-30 01:55:00 GMT,+9500,+10232.5,+0,-2632.48
2019-09-30 01:56:00 GMT,+9500,+10230.2,+2.23941,-2632.39
2019-09-30 01:57:00 GMT,+9500,+10229.1,+3.18852,-2632.31
2019-09-30 01:58:00 GMT,+9500,+10232.2,+0,-2632.23
2019-09-30 01:59:00 GMT,+9500,+10232.1,+0,-2632.14
2019-09-30 02:00:00 GMT,+8100,+9588.12,+1.24414,-3109.36
2019-09-30 02:01:00 GMT,+8100,+9568.59,+20.6507,-3109.24
2019-09-30 02:02:00 GMT,+8100,+9589.24,+0,-3109.24
2019-09-30 02:03:00 GMT,+8100,+9587.68,+1.4519,-3109.13
2019-09-30 02:04:00 GMT,+8100,+9581.41,+7.60162,-3109.01
2019-09-30 02:05:00 GMT,+8100,+9581.67,+7.22938,-3108.9
2019-09-30 02:06:00 GMT,+8100,+9582.52,+6.25575,-3108.78
2019-09-30 02:07:00 GMT,+8100,+9587.13,+1.53031,-3108.66
2019-09-30 02:08:00 GMT,+8100,+9587.23,+1.31252,-3108.55
2019-09-30 02:09:00 GMT,+8100,+9581.27,+7.1558,-3108.43
2019-09-30 02:10:00 GMT,+8100,+9587.19,+1.12288,-3108.31
2019-09-30 02:11:00 GMT,+8100,+9588.2,+0,-3108.2
2019-09-30 02:12:00 GMT,+8100,+9585.59,+2.4883,-3108.08
2019-09-30 02:13:00 GMT,+8100,+9586.47,+1.49298,-3107.96
2019-09-30 02:14:00 GMT,+8100,+9587.85,+0,-3107.85
2019-09-30 02:15:00 GMT,+8100,+9586.49,+1.24415,-3107.73
2019-09-30 02:16:00 GMT,+8100,+9587.62,+0,-3107.62
2019-09-30 02:17:00 GMT,+8100,+9583.91,+3.58812,-3107.5
2019-09-30 02:18:00 GMT,+8100,+9583.48,+3.90043,-3107.38
2019-09-30 02:19:00 GMT,+8100,+9586.73,+0.537218,-3107.27
2019-09-30 02:20:00 GMT,+7700,+9434.73,+1.99066,-3276.72
2019-09-30 02:21:00 GMT,+7700,+9436.72,+0,-3276.72
2019-09-30 02:22:00 GMT,+7700,+9436.59,+0,-3276.59
2019-09-30 02:23:00 GMT,+7700,+9436.46,+0,-3276.46
2019-09-30 02:24:00 GMT,+7700,+9436.33,+0,-3276.33
2019-09-30 02:25:00 GMT,+7700,+9436.2,+0,-3276.2
2019-09-30 02:26:00 GMT,+7700,+9435.82,+0.248833,-3276.07
2019-09-30 02:27:00 GMT,+7700,+9435.94,+0,-3275.94
2019-09-30 02:28:00 GMT,+7700,+9433.19,+2.48831,-3275.68
2019-09-30 02:29:00 GMT,+7700,+9435.68,+0,-3275.68
2019-09-30 02:30:00 GMT,+7700,+9435.55,+0,-3275.55
2019-09-30 02:31:00 GMT,+7700,+9434.39,+1.03669,-3275.42
2019-09-30 02:32:00 GMT,+7700,+9433.06,+2.23948,-3275.29
2019-09-30 02:33:00 GMT,+7700,+9435.17,+0,-3275.17
2019-09-30 02:34:00 GMT,+7700,+9434.79,+0.248837,-3275.04
2019-09-30 02:35:00 GMT,+7700,+9434.91,+0,-3274.91
2019-09-30 02:36:00 GMT,+7700,+9434.78,+0,-3274.78
2019-09-30 02:37:00 GMT,+7700,+9433.01,+1.63487,-3274.65
2019-09-30 02:38:00 GMT,+7700,+9434.08,+0.438484,-3274.52
2019-09-30 02:39:00 GMT,+7700,+9434.13,+0.264252,-3274.39
2019-09-30 02:40:00 GMT,+7400,+9332.94,+0.911817,-3413.85
2019-09-30 02:41:00 GMT,+7400,+9327.92,+5.79061,-3413.71
2019-09-30 02:42:00 GMT,+7400,+9332.04,+1.66903,-3413.71
2019-09-30 02:43:00 GMT,+7400,+9332.57,+0.995337,-3413.57
2019-09-30 02:44:00 GMT,+7400,+9330.94,+2.48831,-3413.43
2019-09-30 02:45:00 GMT,+7400,+9332.29,+0.995334,-3413.29
2019-09-30 02:46:00 GMT,+7400,+9333.15,+0,-3413.15
2019-09-30 02:47:00 GMT,+7400,+9332.01,+0.995335,-3413.01
2019-09-30 02:48:00 GMT,+7400,+9332.57,+0.295298,-3412.87
2019-09-30 02:49:00 GMT,+7400,+9332.23,+0.49767,-3412.73
2019-09-30 02:50:00 GMT,+7400,+9332.59,+0,-3412.59
2019-09-30 02:51:00 GMT,+7400,+9332.45,+0,-3412.45
2019-09-30 02:52:00 GMT,+7400,+9331.06,+1.24417,-3412.31
2019-09-30 02:53:00 GMT,+7400,+9332.17,+0,-3412.17
2019-09-30 02:54:00 GMT,+7400,+9332.03,+0,-3412.03
2019-09-30 02:55:00 GMT,+7400,+9329.9,+1.99069,-3411.89
2019-09-30 02:56:00 GMT,+7400,+9328.41,+3.33918,-3411.75
2019-09-30 02:57:00 GMT,+7400,+9328.7,+2.9097,-3411.61
2019-09-30 02:58:00 GMT,+7400,+9327.12,+4.34522,-3411.47
2019-09-30 02:59:00 GMT,+7400,+9331.08,+0.248837,-3411.33
2019-09-30 03:00:00 GMT,+6700,+9147.9,+0,-3787.9
2019-09-30 03:01:00 GMT,+6700,+9147.9,+0,-3787.9
2019-09-30 03:02:00 GMT,+6700,+9147.73,+0,-3787.73
2019-09-30 03:03:00 GMT,+6700,+9147.56,+0,-3787.56
2019-09-30 03:04:00 GMT,+6700,+9147.38,+0,-3787.38
2019-09-30 03:05:00 GMT,+6700,+9147.21,+0,-3787.21
2019-09-30 03:06:00 GMT,+6700,+9147.04,+0,-3787.04
2019-09-30 03:07:00 GMT,+6700,+9146.86,+0,-3786.86
2019-09-30 03:08:00 GMT,+6700,+9146.69,+0,-3786.69
2019-09-30 03:09:00 GMT,+6700,+9143.36,+2.98606,-3786.35
2019-09-30 03:10:00 GMT,+6700,+9145.85,+0.497684,-3786.35
2019-09-30 03:11:00 GMT,+6700,+9143.93,+2.23955,-3786.17
2019-09-30 03:12:00 GMT,+6700,+9146,+0,-3786
2019-09-30 03:13:00 GMT,+6700,+9145.83,+0,-3785.83
2019-09-30 03:14:00 GMT,+6700,+9145.41,+0.248841,-3785.66
2019-09-30 03:15:00 GMT,+6700,+9143.88,+1.609,-3785.48
2019-09-30 03:16:00 GMT,+6700,+9143.76,+1.5507,-3785.31
2019-09-30 03:17:00 GMT,+6700,+9136.51,+8.46015,-3784.97
2019-09-30 03:18:00 GMT,+6700,+9144.97,+0,-3784.97
2019-09-30 03:19:00 GMT,+6700,+9144.79,+0,-3784.79
2019-09-30 03:20:00 GMT,+5800,+9050.35,+0,-4410.35
2019-09-30 03:21:00 GMT,+5800,+9049.87,+0.248838,-4410.12
2019-09-30 03:22:00 GMT,+5800,+9048.31,+1.57681,-4409.88
2019-09-30 03:23:00 GMT,+5800,+9049.88,+0,-4409.88
2019-09-30 03:24:00 GMT,+5800,+9047.74,+1.67552,-4409.42
2019-09-30 03:25:00 GMT,+5800,+9042.96,+6.22067,-4409.18
2019-09-30 03:26:00 GMT,+5800,+9046.45,+2.73715,-4409.18
2019-09-30 03:27:00 GMT,+5800,+9044.49,+4.45551,-4408.95
2019-09-30 03:28:00 GMT,+5800,+9048.71,+0,-4408.71
2019-09-30 03:29:00 GMT,+5800,+9046.99,+1.493,-4408.48
2019-09-30 03:30:00 GMT,+5800,+9048.25,+0,-4408.25
2019-09-30 03:31:00 GMT,+5800,+9048.01,+0,-4408.01
2019-09-30 03:32:00 GMT,+5800,+9047.78,+0,-4407.78
2019-09-30 03:33:00 GMT,+5800,+9047.54,+0,-4407.54
2019-09-30 03:34:00 GMT,+5800,+9042.58,+4.72781,-4407.31
2019-09-30 03:35:00 GMT,+5800,+9043.59,+3.48367,-4407.08
2019-09-30 03:36:00 GMT,+5800,+9039.14,+7.46478,-4406.61
2019-09-30 03:37:00 GMT,+5800,+9046.04,+0.569165,-4406.61
2019-09-30 03:38:00 GMT,+5800,+9044.58,+1.79189,-4406.38
2019-09-30 03:39:00 GMT,+5800,+9044.23,+1.91076,-4406.14
2019-09-30 03:40:00 GMT,+6300,+9443.77,+2.14015,-4405.91
2019-09-30 03:41:00 GMT,+6300,+9070.35,+4.94495,-4035.3
2019-09-30 03:42:00 GMT,+6300,+9073.26,+1.84105,-4035.1
2019-09-30 03:43:00 GMT,+6300,+9074.12,+0.784045,-4034.9
2019-09-30 03:44:00 GMT,+6300,+9072.04,+2.67152,-4034.71
2019-09-30 03:45:00 GMT,+6300,+9073.59,+0.926331,-4034.51
2019-09-30 03:46:00 GMT,+6300,+9071.58,+2.73711,-4034.32
2019-09-30 03:47:00 GMT,+6300,+9074.12,+0,-4034.12
2019-09-30 03:48:00 GMT,+6300,+9070.19,+3.73242,-4033.92
2019-09-30 03:49:00 GMT,+6300,+9072.98,+0.746497,-4033.73
2019-09-30 03:50:00 GMT,+6300,+9073.53,+0,-4033.53
2019-09-30 03:51:00 GMT,+6300,+9073.34,+0,-4033.34
2019-09-30 03:52:00 GMT,+6300,+9072.39,+0.746492,-4033.14
2019-09-30 03:53:00 GMT,+6300,+9072.94,+0,-4032.94
2019-09-30 03:54:00 GMT,+6300,+9072.71,+0.0406541,-4032.75
2019-09-30 03:55:00 GMT,+6300,+9072.18,+0.368791,-4032.55
2019-09-30 03:56:00 GMT,+6300,+9071.11,+1.24415,-4032.36
2019-09-30 03:57:00 GMT,+6300,+9070.92,+1.24416,-4032.16
2019-09-30 03:58:00 GMT,+6300,+9071.5,+0.467521,-4031.97
2019-09-30 03:59:00 GMT,+6300,+9070.03,+1.74181,-4031.77
2019-09-30 04:00:00 GMT,+6500,+9231.57,+0,-4031.57
2019-09-30 04:01:00 GMT,+6500,+9089.4,+10.948,-3900.35
2019-09-30 04:02:00 GMT,+6500,+9098.53,+1.63486,-3900.16
2019-09-30 04:03:00 GMT,+6500,+9098.24,+1.74181,-3899.98
2019-09-30 04:04:00 GMT,+6500,+9099.05,+0.7465,-3899.8
2019-09-30 04:05:00 GMT,+6500,+9092.78,+6.83211,-3899.61
2019-09-30 04:06:00 GMT,+6500,+9099.43,+0,-3899.43
2019-09-30 04:07:00 GMT,+6500,+9097.76,+1.493,-3899.25
2019-09-30 04:08:00 GMT,+6500,+9099.07,+0,-3899.07
2019-09-30 04:09:00 GMT,+6500,+9092.91,+5.97179,-3898.88
2019-09-30 04:10:00 GMT,+6500,+9097.46,+1.24416,-3898.7
2019-09-30 04:11:00 GMT,+6500,+9098.52,+0,-3898.52
2019-09-30 04:12:00 GMT,+6500,+9097.84,+0.497665,-3898.33
2019-09-30 04:13:00 GMT,+6500,+9098.15,+0,-3898.15
2019-09-30 04:14:00 GMT,+6500,+9092.15,+5.81997,-3897.97
2019-09-30 04:15:00 GMT,+6500,+9092.65,+5.13968,-3897.79
2019-09-30 04:16:00 GMT,+6500,+9097.6,+0,-3897.6
2019-09-30 04:17:00 GMT,+6500,+9097.42,+0,-3897.42
2019-09-30 04:18:00 GMT,+6500,+9097.24,+0,-3897.24
2019-09-30 04:19:00 GMT,+6500,+9093.32,+3.73244,-3897.05
2019-09-30 04:20:00 GMT,+7000,+9496.87,+1.74234e-06,-3896.87
2019-09-30 04:21:00 GMT,+7000,+9203.36,+0.746495,-3604.1
2019-09-30 04:22:00 GMT,+7000,+9203.95,+0,-3603.95
2019-09-30 04:23:00 GMT,+7000,+9203.79,+0,-3603.79
2019-09-30 04:24:00 GMT,+7000,+9203.63,+0,-3603.63
2019-09-30 04:25:00 GMT,+7000,+9203.48,+0,-3603.48
2019-09-30 04:26:00 GMT,+7000,+9203.32,+0,-3603.32
2019-09-30 04:27:00 GMT,+7000,+9203.17,+0,-3603.17
2019-09-30 04:28:00 GMT,+7000,+9202.51,+0.497667,-3603.01
2019-09-30 04:29:00 GMT,+7000,+9202.85,+0,-3602.85
2019-09-30 04:30:00 GMT,+7000,+9202.7,+0,-3602.7
2019-09-30 04:31:00 GMT,+7000,+9202.54,+0,-3602.54
2019-09-30 04:32:00 GMT,+7000,+9202.38,+0,-3602.38
2019-09-30 04:33:00 GMT,+7000,+9199.99,+2.23951,-3602.23
2019-09-30 04:34:00 GMT,+7000,+9202.07,+0,-3602.07
2019-09-30 04:35:00 GMT,+7000,+9197.19,+4.72777,-3601.92
2019-09-30 04:36:00 GMT,+7000,+9200.52,+1.24417,-3601.76
2019-09-30 04:37:00 GMT,+7000,+9199.36,+2.2395,-3601.6
2019-09-30 04:38:00 GMT,+7000,+9197.22,+4.23008,-3601.45
2019-09-30 04:39:00 GMT,+7000,+9201.29,+2.32309e-06,-3601.29
2019-09-30 04:40:00 GMT,+7100,+9280.64,+0.497663,-3601.13
2019-09-30 04:41:00 GMT,+7100,+9227.75,+1.74232e-06,-3547.75
2019-09-30 04:42:00 GMT,+7100,+9227.6,+0,-3547.6
2019-09-30 04:43:00 GMT,+7100,+9226.58,+0.868252,-3547.44
2019-09-30 04:44:00 GMT,+7100,+9227.29,+0,-3547.29
2019-09-30 04:45:00 GMT,+7100,+9227.14,+0,-3547.14
2019-09-30 04:46:00 GMT,+7100,+9226.99,+0,-3546.99
2019-09-30 04:47:00 GMT,+7100,+9226.84,+0,-3546.84
2019-09-30 04:48:00 GMT,+7100,+9226.69,+0,-3546.69
2019-09-30 04:49:00 GMT,+7100,+9224.79,+1.74181,-3546.54
2019-09-30 04:50:00 GMT,+7100,+9226.38,+0,-3546.38
2019-09-30 04:51:00 GMT,+7100,+9226.23,+0,-3546.23
2019-09-30 04:52:00 GMT,+7100,+9222.79,+3.28959,-3546.08
2019-09-30 04:53:00 GMT,+7100,+9225.93,+0,-3545.93
2019-09-30 04:54:00 GMT,+7100,+9225.78,+0,-3545.78
2019-09-30 04:55:00 GMT,+7100,+9225.63,+0,-3545.63
2019-09-30 04:56:00 GMT,+7100,+9220.92,+4.55478,-3545.48
2019-09-30 04:57:00 GMT,+7100,+9225.08,+0.244752,-3545.33
2019-09-30 04:58:00 GMT,+7100,+9225.17,+4.64619e-06,-3545.17
2019-09-30 04:59:00 GMT,+7100,+9225.02,+0,-3545.02
2019-09-30 05:00:00 GMT,+7200,+9304.87,+0,-3544.87
2019-09-30 05:01:00 GMT,+7200,+9253.13,+0,-3493.13
2019-09-30 05:02:00 GMT,+7200,+9252.98,+0,-3492.98
2019-09-30 05:03:00 GMT,+7200,+9252.83,+0,-3492.83
2019-09-30 05:04:00 GMT,+7200,+9252.69,+0,-3492.69
2019-09-30 05:05:00 GMT,+7200,+9251.9,+0.641744,-3492.54
2019-09-30 05:06:00 GMT,+7200,+9252.39,+0,-3492.39
2019-09-30 05:07:00 GMT,+7200,+9252.25,+0,-3492.25
2019-09-30 05:08:00 GMT,+7200,+9252.1,+0,-3492.1
2019-09-30 05:09:00 GMT,+7200,+9251.95,+0,-3491.95
2019-09-30 05:10:00 GMT,+7200,+9251.81,+0,-3491.81
2019-09-30 05:11:00 GMT,+7200,+9246.19,+5.47413,-3491.66
2019-09-30 05:12:00 GMT,+7200,+9251.51,+0,-3491.51
2019-09-30 05:13:00 GMT,+7200,+9251.12,+0.248835,-3491.37
2019-09-30 05:14:00 GMT,+7200,+9251.22,+0,-3491.22
2019-09-30 05:15:00 GMT,+7200,+9251.07,+0,-3491.07
2019-09-30 05:16:00 GMT,+7200,+9250.93,+0,-3490.93
2019-09-30 05:17:00 GMT,+7200,+9250.78,+0,-3490.78
2019-09-30 05:18:00 GMT,+7200,+9249.39,+1.24414,-3490.63
2019-09-30 05:19:00 GMT,+7200,+9250.49,+0,-3490.49
2019-09-30 05:20:00 GMT,+7200,+9250.34,+0,-3490.34
2019-09-30 05:21:00 GMT,+7200,+9247.21,+2.98591,-3490.19
2019-09-30 05:22:00 GMT,+7200,+9250.05,+0,-3490.05
2019-09-30 05:23:00 GMT,+7200,+9249.9,+0,-3489.9
2019-09-30 05:24:00 GMT,+7200,+9249.75,+0,-3489.75
2019-09-30 05:25:00 GMT,+7200,+9248.61,+0.995313,-3489.61
2019-09-30 05:26:00 GMT,+7200,+9249.46,+0,-3489.46
2019-09-30 05:27:00 GMT,+7200,+9249.31,+0,-3489.31
2019-09-30 05:28:00 GMT,+7200,+9249.17,+0,-3489.17
2019-09-30 05:29:00 GMT,+7200,+9248.77,+0.244747,-3489.02
2019-09-30 05:30:00 GMT,+7200,+9248.87,+0,-3488.87
2019-09-30 05:31:00 GMT,+7200,+9248.48,+0.248833,-3488.73
2019-09-30 05:32:00 GMT,+7200,+9248.58,+0,-3488.58
2019-09-30 05:33:00 GMT,+7200,+9248.43,+0,-3488.43
2019-09-30 05:34:00 GMT,+7200,+9248.29,+0,-3488.29
2019-09-30 05:35:00 GMT,+7200,+9248.14,+0,-3488.14
2019-09-30 05:36:00 GMT,+7200,+9247.99,+0,-3487.99
2019-09-30 05:37:00 GMT,+7200,+9247.85,+0,-3487.85
2019-09-30 05:38:00 GMT,+7200,+9247.7,+0,-3487.7
2019-09-30 05:39:00 GMT,+7200,+9246.72,+0.833396,-3487.55
2019-09-30 05:40:00 GMT,+7300,+9315.56,+11.8484,-3487.41
2019-09-30 05:41:00 GMT,+7300,+9260.39,+16.9312,-3437.32
2019-09-30 05:42:00 GMT,+7300,+9255.5,+21.6718,-3437.17
2019-09-30 05:43:00 GMT,+7300,+9245.5,+31.5306,-3437.03
2019-09-30 05:44:00 GMT,+7300,+9243.27,+33.6178,-3436.89
2019-09-30 05:45:00 GMT,+7300,+9245.18,+31.5712,-3436.75
2019-09-30 05:46:00 GMT,+7300,+9245.5,+31.1069,-3436.61
2019-09-30 05:47:00 GMT,+7300,+9241.36,+35.1054,-3436.46
2019-09-30 05:48:00 GMT,+7300,+9236.53,+39.7949,-3436.32
2019-09-30 05:49:00 GMT,+7300,+9214.65,+61.526,-3436.18
2019-09-30 05:50:00 GMT,+7300,+9207.56,+68.4753,-3436.04
2019-09-30 05:51:00 GMT,+7300,+9200.46,+75.4392,-3435.9
2019-09-30 05:52:00 GMT,+7300,+9183.1,+92.6509,-3435.75
2019-09-30 05:53:00 GMT,+7300,+9170.44,+105.171,-3435.61
2019-09-30 05:54:00 GMT,+7300,+9159.04,+116.425,-3435.47
2019-09-30 05:55:00 GMT,+7300,+9141.37,+133.957,-3435.33
2019-09-30 05:56:00 GMT,+7300,+9121.24,+153.947,-3435.18
2019-09-30 05:57:00 GMT,+7300,+9100.63,+174.274,-3434.9
2019-09-30 05:58:00 GMT,+7300,+9071.71,+203.189,-3434.9
2019-09-30 05:59:00 GMT,+7300,+9043.65,+231.104,-3434.76
2019-09-30 06:00:00 GMT,+7800,+9426.36,+248.276,-3434.62
2019-09-30 06:01:00 GMT,+7800,+9184.56,+260.58,-3205.14
2019-09-30 06:02:00 GMT,+7800,+9161.37,+283.649,-3205.02
