#Feni weather file
$city_name=Feni
$timezone=GMT
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
09:30:12:03:00,41.2867,2.54919,345.481,1.79949,357.188
09:30:12:04:00,41.3,1.62636,382.992,61.5396,485.803
09:30:12:05:00,41.3,2.43783,420.841,826.735,1219.09
09:30:12:06:00,41.3,3.4722,477.532,855.884,1271.96
09:30:12:07:00,41.3,4.51971,495.126,835.69,1267.43
09:30:12:08:00,41.3,2.87494,472.48,573.85,957.714
09:30:12:09:00,41.3,3.59873,495.47,145.187,664.547
09:30:12:10:00,41.3,4.67112,492.506,654.47,1124.83
09:30:12:11:00,41.3,3.84159,457.902,516.695,952.711
09:30:12:12:00,41.3574,3.91597,448.761,701.027,1074.71
09:30:12:13:00,41.3983,4.45338,434.867,760.297,1166.74
09:30:12:14:00,41.4,2.86437,403.577,848.6,1185.2
09:30:12:15:00,41.4,3.57273,384.28,772.465,1088.05
09:30:12:16:00,41.4,4.48744,384.872,195.059,562.452
09:30:12:17:00,41.4083,4.27551,377.515,645.644,982.951
09:30:12:18:00,41.49,4.60172,374.428,564.239,865.251
09:30:12:19:00,41.5,2.93183,379.092,28.3776,405.206
09:30:12:20:00,41.5,2.55338,433.353,295.773,737.341
09:30:12:21:00,41.5,3.44663,454.044,359.297,775.451
09:30:12:22:00,41.5,3.24781,454.735,56.3982,527.122
09:30:12:23:00,41.5,3.51416,441.708,245.658,678.818
09:30:12:24:00,41.5383,4.12934,440.563,343.588,741.842
09:30:12:25:00,41.5317,3.9144,417.626,14.0817,435.997
09:30:12:26:00,41.5733,3.60079,408.092,66.1953,475.901
09:30:12:27:00,41.6,3.22301,402.266,124.507,560.934
09:30:12:28:00,41.6,5.06526,388.023,574.479,883.123
09:30:12:29:00,41.6,3.55059,341.818,9.18309,347.627
09:30:12:30:00,41.61,4.27523,291.636,1.74236,296.345
09:30:12:31:00,41.6333,3.82342,270.747,1.52814,276.722
09:30:12:32:00,41.6967,4.72114,354.071,21.1511,389.143
09:30:12:33:00,41.6983,4.87934,417.249,79.0774,488.983
09:30:12:34:00,41.6117,3.95395,377.982,16.7809,399.438
09:30:12:35:00,41.6,4.19958,360.956,2.15653,369.538
09:30:12:36:00,41.6,3.04504,346.346,1.47101,354.524
09:30:12:37:00,41.6,2.10103,323.526,3.79891,332.832
09:30:12:38:00,41.6,1.98421,299.864,1.77092,308.096
09:30:12:39:00,41.6,4.65811,287.719,8.4833,302.392
09:30:12:40:00,41.6,3.31607,282.045,2.78492,289.912
09:30:12:41:00,41.6,2.45601,268.216,1.47101,274.714
09:30:12:42:00,41.6,2.32094,246.829,0.928307,251.963
09:30:12:43:00,41.6,3.64704,223.262,0.671237,227.71
09:30:12:44:00,41.6,3.10535,197.414,0.87118,201.968
09:30:12:45:00,41.6,4.17211,183.692,0.656955,187.861
09:30:12:46:00,41.6,3.54378,173.455,1.1711,177.237
09:30:12:47:00,41.6,4.85529,159.263,1.97087,163.441
09:30:12:48:00,41.6,4.65801,144.602,0.771209,147.365
09:30:12:49:00,41.5283,4.10876,131.418,0.614111,133.661
09:30:12:50:00,41.5,2.85929,124.687,0.728364,126.821
09:30:12:51:00,41.5,2.90223,121.403,0.34276,123.465
09:30:12:52:00,41.5,3.54033,123.471,0.314196,125.897
09:30:12:53:00,41.5,4.42858,130.728,0.742645,133.409
09:30:12:54:00,41.4983,4.29777,135.696,0.642674,138.328
09:30:12:55:00,41.405,3.57325,133.905,0.685519,136.347
09:30:12:56:00,41.4,3.95225,127.662,0.685519,130.214
09:30:12:57:00,41.4,3.66787,119.066,0.0714084,121.861
09:30:12:58:00,41.33,2.89292,117.714,0.399886,120.94
09:30:12:59:00,41.3,3.03251,131.697,0.457013,135.386
09:30:13:00:00,41.3,3.17932,147.182,1.12825,151.014
09:30:13:01:00,41.2717,3.74534,153.822,3.8132,159.877
09:30:13:02:00,41.2233,1.72986,163.916,6.31248,172.121
09:30:13:03:00,41.2033,1.58795,157.233,3.32762,162.531
09:30:13:04:00,41.2,2.05552,146.879,1.22822,150.57
09:30:13:05:00,41.2,2.08226,152.209,1.7852,156.558
09:30:13:06:00,41.18,2.84565,162.108,2.37075,166.82
09:30:13:07:00,41.1,3.89661,171.204,1.1711,175.043
09:30:13:08:00,41.1,2.23441,197.032,1.54242,200.532
09:30:13:09:00,41.1,1.2105,210.786,0.856899,214.077
09:30:13:10:00,41.0033,1.25433,205.828,0.442731,209.013
09:30:13:11:00,41,1.89198,195.667,0.885462,198.787
09:30:13:12:00,41,1.88579,182.506,0.671237,185.574
09:30:13:13:00,40.9483,2.03381,169.699,0.656956,172.633
09:30:13:14:00,40.9,1.11941,159.735,0.914025,162.625
09:30:13:15:00,40.9,1.34736,153.297,0.728363,156.072
09:30:13:16:00,40.8967,2.25191,149.184,0.985433,151.814
09:30:13:17:00,40.875,1.22185,146.572,0.428449,149.041
09:30:13:18:00,40.8517,1.51809,142.952,0.656955,145.602
09:30:13:19:00,40.8,1.28551,140.454,0.399886,143.244
09:30:13:20:00,40.8,1.39011,138.311,0.87118,141.149
09:30:13:21:00,40.8,1.18859,135.807,0.714082,138.487
09:30:13:22:00,40.7667,1.51197,131.674,0.528421,134.199
09:30:13:23:00,40.7517,1.88668,127.43,0.428449,129.948
09:30:13:24:00,40.715,2.10629,124.716,0.185661,126.938
09:30:13:25:00,40.7,1.16951,122.044,0.485576,124.43
09:30:13:26:00,40.7,2.17821,120.802,0.685519,123.367
09:30:13:27:00,40.7,2.4139,122.124,0.357042,124.214
09:30:13:28:00,40.6483,1.07866,124.791,0.328478,127.164
09:30:13:29:00,40.6033,1.84138,128.299,0.314196,130.954
09:30:13:30:00,40.6,1.45185,131.409,0.514139,133.921
09:30:13:31:00,40.6,2.33216,133.255,0.17138,135.579
09:30:13:32:00,40.6,2.2898,134.973,0.0999716,137.139
09:30:13:33:00,40.6,2.03989,137.03,0.542702,139.078
09:30:13:34:00,40.54,2.21006,138.872,0.285633,140.855
09:30:13:35:00,40.5,2.05113,139.433,0.299915,141.436
09:30:13:36:00,40.5,2.59953,138.74,0.314196,140.656
09:30:13:37:00,40.5,2.23116,137.737,0.314196,139.589
09:30:13:38:00,40.5,2.69653,135.683,0.485576,137.469
09:30:13:39:00,40.5,2.56231,131.363,0.428449,133.057
09:30:13:40:00,40.4217,1.65879,131.24,0.42845,133.127
09:30:13:41:00,40.4,2.02962,135.851,0.885462,137.872
09:30:13:42:00,40.4,2.11719,136.928,0.514139,138.834
09:30:13:43:00,40.4,2.0407,133.668,0.442731,135.371
09:30:13:44:00,40.3983,2.15798,128.583,0.78549,130.309
09:30:13:45:00,40.4,2.16973,122.737,0.756926,124.271
09:30:13:46:00,40.315,2.41428,113.316,0.485576,114.724
09:30:13:47:00,40.3,2.59223,100.384,0.371323,101.652
09:30:13:48:00,40.3,2.60681,87.3761,0.66809,88.5388
09:30:13:49:00,40.2967,1.89943,76.463,0.196665,77.6682
09:30:13:50:00,40.3,2.48916,66.3222,0.328477,67.4798
09:30:13:51:00,40.3,2.32565,57.5677,0.0285632,58.5963
09:30:13:52:00,40.2383,2.93237,50.6238,0.214225,51.5383
09:30:13:53:00,40.2,2.85202,46.589,0.128535,47.4403
09:30:13:54:00,40.2,2.83971,47.8125,0.242788,48.2465
09:30:13:55:00,40.2,3.65216,52.1987,0,52.1987
09:30:13:56:00,40.1767,2.03869,54.933,0,54.933
09:30:13:57:00,40.1067,1.99452,54.56,0,54.56
09:30:13:58:00,40.1,1.21357,53.0323,0,53.0323
09:30:13:59:00,40.1,1.96112,50.7547,0,50.7547
09:30:14:00:00,40.1,2.35845,49.3635,0,49.3635
09:30:14:01:00,40.0567,1.32363,47.855,0,47.855
09:30:14:02:00,40.015,1.3247,47.1175,0,47.1175
09:30:14:03:00,40.0233,1.11867,46.6718,0,46.6718
09:30:14:04:00,40.0033,0.641471,47.8087,0.242788,48.695
09:30:14:05:00,40,0.837591,54.368,0.128535,55.6493
09:30:14:06:00,40,0.768131,59.99,0.185661,61.4297
09:30:14:07:00,39.9467,1.05438,66.7427,0.556984,68.4387
09:30:14:08:00,39.9,1.33475,73.6065,0.628392,75.2535
09:30:14:09:00,39.9,1.2169,78.5287,0.671238,79.8918
09:30:14:10:00,39.8817,1.11702,84.4418,0.457013,85.7473
09:30:14:11:00,39.8583,2.25453,88.8568,0.542703,89.8843
09:30:14:12:00,39.805,1.77638,94.3558,0.442731,95.0988
09:30:14:13:00,39.8,2.38037,102.784,0.428449,103.481
09:30:14:14:00,39.8,1.62478,114.16,0.685519,115.109
09:30:14:15:00,39.8,1.98137,121.252,0.671237,122.476
09:30:14:16:00,39.7083,1.47307,125.894,0.471294,127.514
09:30:14:17:00,39.7,1.50586,134.288,0.485576,136.235
09:30:14:18:00,39.7,1.44217,145.128,0.599829,147.378
09:30:14:19:00,39.63,2.33635,157.349,0.885462,159.646
09:30:14:20:00,39.6,2.08954,167.678,0.856899,169.939
09:30:14:21:00,39.6,1.85379,176.773,0.999716,179.265
09:30:14:22:00,39.6,1.85072,185.116,0.971152,187.661
09:30:14:23:00,39.6,1.60738,192.47,1.15681,195.12
09:30:14:24:00,39.6,1.90781,198.472,0.999715,201.307
09:30:14:25:00,39.51,1.648,204.694,1.08541,207.668
09:30:14:26:00,39.5,1.96012,209.549,1.07112,212.618
09:30:14:27:00,39.5,1.73319,214.32,0.985433,217.418
09:30:14:28:00,39.5,1.94251,218.49,1.21394,221.629
09:30:14:29:00,39.5,2.60542,222.548,1.11397,225.783
09:30:14:30:00,39.5,2.10762,225.635,0.771209,228.887
09:30:14:31:00,39.5,2.43294,229.559,1.12825,232.751
09:30:14:32:00,39.5,2.54663,231.49,1.09969,234.839
09:30:14:33:00,39.5,3.09729,231.339,1.0854,234.494
09:30:14:34:00,39.4533,2.1884,234.124,1.79949,237.352
09:30:14:35:00,39.49,1.93222,239.482,2.75635,243.559
09:30:14:36:00,39.5,1.35259,244.455,3.79891,249.36
09:30:14:37:00,39.4633,1.4554,248.427,4.64153,253.78
09:30:14:38:00,39.485,2.45124,252.111,5.38418,257.969
09:30:14:39:00,39.5,1.86913,255.727,4.27021,261.195
09:30:14:40:00,39.4533,1.51198,258.565,3.52756,263.051
09:30:14:41:00,39.47,2.05322,260.271,2.87061,264.367
09:30:14:42:00,39.5,0.913305,263.158,2.45644,267.076
09:30:14:43:00,39.5,0.423307,267.087,2.42788,270.765
09:30:14:44:00,39.5,1.53488,270.646,3.25621,274.858
09:30:14:45:00,39.5,0.895457,275.474,4.77007,280.751
09:30:14:46:00,39.5,1.18521,279.234,8.1691,286.746
09:30:14:47:00,39.5,1.79316,283.361,10.9826,293.091
09:30:14:48:00,39.5,1.21517,288.089,10.1257,297.304
09:30:14:49:00,39.5,1.36956,293.457,8.25478,301.573
09:30:14:50:00,39.505,1.42037,299.114,7.04084,306.591
09:30:14:51:00,39.5917,1.29093,303.872,8.62611,312.374
09:30:14:52:00,39.5967,1.36104,307.547,6.54099,314.938
09:30:14:53:00,39.6,2.92137,310.571,5.98401,318.025
09:30:14:54:00,39.65,1.98591,313.19,9.42589,323.081
09:30:14:55:00,39.6167,2.22095,314.568,14.2245,327.169
09:30:14:56:00,39.6933,1.68556,315.196,21.1225,332.296
09:30:14:57:00,39.7,2.78249,314.98,36.9037,342.235
09:30:14:58:00,39.7,2.40313,314.695,42.0451,343.349
09:30:14:59:00,39.7,3.27669,315.724,58.0406,355.499
09:30:15:00:00,39.775,2.00198,317.316,63.9675,362.247
09:30:15:01:00,39.7867,1.75452,332.413,115.738,425.696
09:30:15:02:00,39.8,1.94754,370.397,56.3982,495.964
09:30:15:03:00,39.8,2.30422,357.161,51.7281,454.53
09:30:15:04:00,39.8,2.30941,332.688,90.974,402.104
09:30:15:05:00,39.8068,2.88941,327.795,18.1692,340.913
09:30:15:06:00,39.8934,4.43076,328.472,12.7692,339.798
09:30:15:07:00,39.8833,2.58339,339.594,79.4488,426.31
09:30:15:08:00,39.9,2.58015,344.88,110.611,462.821
09:30:15:09:00,39.9,2.26986,353.98,118.28,530.251
09:30:15:10:00,39.9,3.23014,355.368,218.637,667.589
09:30:15:11:00,39.9,3.37222,354.936,214.639,615.702
09:30:15:12:00,39.9767,3.35969,357.707,181.291,614.568
09:30:15:13:00,40,3.77944,350.472,237.989,579.612
09:30:15:14:00,40,3.51109,345.431,613.168,697.675
09:30:15:15:00,40,2.60031,343.649,651.599,710.139
09:30:15:16:00,40,3.47039,341.808,665.553,712.846
09:30:15:17:00,40.015,3.66432,341.048,645.873,696.536
09:30:15:18:00,40.0983,3.33967,339.888,648.6,697.5
09:30:15:19:00,40.1,2.99929,332.546,623.679,671.701
09:30:15:20:00,40.1,1.90223,330.528,570.623,640.564
09:30:15:21:00,40.1,1.53393,331.76,591.217,653.338
09:30:15:22:00,40.1017,3.31126,327.712,613.867,658.419
09:30:15:23:00,40.165,4.08033,322.18,614.753,648.761
09:30:15:24:00,40.2,4.30036,314.73,633.79,653.112
09:30:15:25:00,40.2,3.46808,303.739,647.558,643.225
09:30:15:26:00,40.2033,2.54386,289.277,510.668,551.352
09:30:15:27:00,40.2717,2.29785,277.493,490.96,534.937
09:30:15:28:00,40.2917,3.34435,270.672,539.732,550.435
09:30:15:29:00,40.3,2.3332,264.064,454.384,494.069
09:30:15:30:00,40.3,2.1078,256.276,361.868,439.129
09:30:15:31:00,40.3,1.82791,252.95,352.285,433.401
09:30:15:32:00,40.3483,1.19168,247.618,415.124,460.52
09:30:15:33:00,40.4,2.53039,242.836,212.982,336.11
09:30:15:34:00,40.4,1.5366,232.257,246.444,365.214
09:30:15:35:00,40.4,1.94564,228.012,271.151,363.435
09:30:15:36:00,40.4,3.09946,222.591,299.443,371.645
09:30:15:37:00,40.4,2.718,217.071,302.428,365.216
09:30:15:38:00,40.4133,2.54862,214.496,299.4,361.532
09:30:15:39:00,40.4917,2.51821,210.223,302.842,356.643
09:30:15:40:00,40.43,2.93578,207.132,261.268,330.911
09:30:15:41:00,40.4767,3.36158,208.167,194.359,300.705
09:30:15:42:00,40.5,3.81767,205.452,179.363,290.055
09:30:15:43:00,40.5,3.81387,199.969,151.514,271.679
09:30:15:44:00,40.5,2.29803,197.043,127.221,256.557
09:30:15:45:00,40.5,2.08835,190.851,96.3011,236.447
09:30:15:46:00,40.5,1.88289,188.181,80.4056,226.338
09:30:15:47:00,40.5,1.68093,183.948,66.6667,215.596
09:30:15:48:00,40.5,1.48427,181.113,62.5536,210.743
09:30:15:49:00,40.5,2.06543,177.424,47.9006,199.751
09:30:15:50:00,40.5,2.83912,175.449,23.3505,187.504
09:30:15:51:00,40.5,3.50317,175.022,29.6486,189.379
09:30:15:52:00,40.5,2.96168,173.651,24.7786,185.76
09:30:15:53:00,40.5,1.68396,170.839,23.5504,182.4
09:30:15:54:00,40.5,1.36855,167.038,17.8787,176.37
09:30:15:55:00,40.4574,2.22458,163.736,12.4883,170.459
09:30:15:56:00,40.4583,1.97983,161.715,8.66896,166.831
09:30:15:57:00,40.5,2.7826,159.333,6.95516,163.636
09:30:15:58:00,40.42,1.70047,156.262,7.58355,160.527
09:30:15:59:00,40.405,1.56756,152.39,5.51271,156.008
09:30:16:00:00,40.4317,2.11253,149.551,4.07026,152.386
09:30:16:01:00,40.4033,1.3369,146.554,2.92773,148.891
09:30:16:02:00,40.4067,1.63934,143.059,1.37104,144.973
09:30:16:03:00,40.4433,2.13449,139.581,0.499858,141.154
09:30:16:04:00,40.4167,1.37786,134.783,0.471294,136.187
09:30:16:05:00,40.4,1.62229,131.55,0.357041,132.862
09:30:16:06:00,40.4,1.62725,128.243,0.157098,129.546
09:30:16:07:00,40.4,1.67844,126.473,0.528421,127.736
09:30:16:08:00,40.4,1.1758,124.199,0.457013,125.38
09:30:16:09:00,40.4,1.09056,120.074,0.0856899,121.37
09:30:16:10:00,40.3233,1.17812,116.538,0.614111,117.812
09:30:16:11:00,40.3,2.8267,115.043,0.556984,116.15
09:30:16:12:00,40.3,2.65388,113.43,0.214225,114.425
09:30:16:13:00,40.3,2.19072,110.346,0.0285635,111.325
09:30:16:14:00,40.3,3.16242,106.201,0.385604,107.291
09:30:16:15:00,40.3,2.45191,103.881,0.0571268,104.833
09:30:16:16:00,40.29,2.89886,101.617,0,101.617
09:30:16:17:00,40.295,3.20302,100.531,0,100.531
09:30:16:18:00,40.3,1.57482,98.4888,0.0856897,99.3682
09:30:16:19:00,40.2133,1.63472,97.5975,0,97.5975
09:30:16:20:00,40.2,1.5936,94.8948,0.242788,95.988
09:30:16:21:00,40.2,1.6722,92.8598,0.128535,93.9598
09:30:16:22:00,40.2,1.34074,90.8627,0.116189,91.941
09:30:16:23:00,40.2,1.61605,89.9562,0,89.9562
09:30:16:24:00,40.1967,2.6712,88.12,0.214225,89.0085
09:30:16:25:00,40.1117,2.36472,86.5173,0.128534,87.3552
09:30:16:26:00,40.1,1.37855,84.37,0.257069,85.2412
09:30:16:27:00,40.1,1.90109,82.5662,0.0285629,83.4402
09:30:16:28:00,40.1,1.53389,80.927,0.0285632,81.8192
09:30:16:29:00,40.1,1.80368,79.237,0.0856897,80.0817
09:30:16:30:00,40.0867,1.91108,77.5525,0.25707,78.3832
09:30:16:31:00,40.0017,1.91628,76.0578,0.185661,76.814
09:30:16:32:00,40,2.72414,74.6558,0.0142817,75.3607
09:30:16:33:00,40,1.58921,73.7548,0,73.7548
09:30:16:34:00,39.9217,2.079,71.1522,0.385604,71.9168
09:30:16:35:00,39.9,1.58334,69.5803,0.157098,70.3368
09:30:16:36:00,39.9,1.35745,67.5202,0.142816,68.335
09:30:16:37:00,39.9,1.69236,65.793,0.128535,66.6663
09:30:16:38:00,39.9,1.61747,64.5078,3.33333E-08,65.3145
09:30:16:39:00,39.9,1.07898,63.7903,0,63.7903
09:30:16:40:00,39.83,1.83061,61.3877,0.142816,62.1857
09:30:16:41:00,39.8,1.00946,59.9303,0.185661,60.7708
09:30:16:42:00,39.8,1.37055,58.088,0.114253,58.9955
09:30:16:43:00,39.8,1.77468,57.74,0,57.74
09:30:16:44:00,39.8,1.86076,56.7538,0,56.7538
09:30:16:45:00,39.8,1.53551,55.2987,0,55.2987
09:30:16:46:00,39.72,1.14242,53.147,0.071408,53.7862
09:30:16:47:00,39.7,1.47963,51.359,0.34276,52.0723
09:30:16:48:00,39.7,1.62273,49.7823,0.0571268,50.5217
09:30:16:49:00,39.6933,1.36589,49.2468,0,49.2468
09:30:16:50:00,39.6617,1.56648,47.8485,0,47.8485
09:30:16:51:00,39.645,2.37727,46.4648,0,46.4648
09:30:16:52:00,39.6117,1.66516,44.5075,0.0999712,45.1093
09:30:16:53:00,39.6,1.32831,42.8423,0.0999714,43.4445
09:30:16:54:00,39.6,1.5972,41.9732,0,41.9732
09:30:16:55:00,39.5383,1.26629,40.5038,0,40.5038
09:30:16:56:00,39.5,0.872636,38.253,0.0285633,38.8663
09:30:16:57:00,39.5,1.01873,37.2752,0,37.2752
09:30:16:58:00,39.5,1.2616,35.8202,0,35.8202
09:30:16:59:00,39.5,1.32548,34.399,0,34.399
09:30:17:00:00,39.5,1.32507,32.9175,0,32.9175
09:30:17:01:00,39.4283,1.5494,31.8512,0,31.8512
09:30:17:02:00,39.4267,1.08164,29.7503,0.114253,30.4097
09:30:17:03:00,39.425,1.10144,28.287,0.157098,29.0378
09:30:17:04:00,39.4,1.86301,28.1047,0,28.1047
09:30:17:05:00,39.4,2.31395,26.3267,0.0856895,26.867
09:30:17:06:00,39.4,2.02717,25.6445,0.0142816,26.0597
09:30:17:07:00,39.4,1.62741,25.0475,0,25.0475
09:30:17:08:00,39.4,2.89267,24.0257,0.042845,24.4383
09:30:17:09:00,39.4,1.59564,23.7513,0,23.7513
09:30:17:10:00,39.32,0.999418,21.6262,0.114253,22.1858
09:30:17:11:00,39.3,1.81733,20.1995,0.0999717,20.9002
09:30:17:12:00,39.3,2.45853,20.4388,0,20.4388
09:30:17:13:00,39.3,2.0761,19.0357,0.0856899,19.4772
09:30:17:14:00,39.28,1.30165,17.7045,0.0285635,18.154
09:30:17:15:00,39.225,2.5138,17.0713,0,17.0713
09:30:17:16:00,39.2,2.65453,16.479,0,16.479
09:30:17:17:00,39.2,3.13857,15.5802,0.271351,15.8252
09:30:17:18:00,39.2,2.83792,14.911,0,14.911
09:30:17:19:00,39.1467,2.70374,13.9725,0,13.9725
09:30:17:20:00,39.1,2.93706,12.8573,0,12.8573
09:30:17:21:00,39.1,2.65981,11.6557,0.328478,12.0678
09:30:17:22:00,39.1,2.06822,10.3807,0.257069,10.9363
09:30:17:23:00,39.1,2.60873,9.30217,0.128535,9.86583
09:30:17:24:00,39.0967,2.60207,8.5605,0.0714082,9.04567
09:30:17:25:00,39.01,1.67009,7.49483,0.0142818,8.026
09:30:17:26:00,39,2.55938,6.485,0.114253,7.116
09:30:17:27:00,39,1.78366,6.74133,0,6.74133
09:30:17:28:00,38.9617,2.26015,5.45933,6.66667E-08,6.07217
09:30:17:29:00,38.9017,2.18684,5.66767,0,5.66767
09:30:17:30:00,38.9,1.54988,4.99233,0,4.99233
09:30:17:31:00,38.9,1.409,3.4835,0.042845,4.11767
09:30:17:32:00,38.9,1.02015,3.20467,0,3.20467
09:30:17:33:00,38.9,1.22567,1.91667,0.142817,2.7
09:30:17:34:00,38.8267,1.25425,1.49617,0.0571265,2.29167
09:30:17:35:00,38.8,0.89902,1.21217,0.142816,1.99
09:30:17:36:00,38.8,1.07342,0.809667,0.0571267,1.56267
09:30:17:37:00,38.8,0.877916,0.534167,0.042845,1.2975
09:30:17:38:00,38.8,1.15672,0.953667,0,0.953667
09:30:17:39:00,38.7933,0.94851,0.330333,0.357041,1.026
09:30:17:40:00,38.7033,1.03627,0.1805,0.0142817,0.904167
09:30:17:41:00,38.7,0.849102,0.2615,0,0.905667
09:30:17:42:00,38.7,1.23721,0.398333,0.17138,1.0515
09:30:17:43:00,38.6967,1.41063,0,0.142816,0.673333
09:30:17:44:00,38.7,1.00371,0,0,0.278833
09:30:17:45:00,38.6683,0.969523,0,0.185662,0.114
09:30:17:46:00,38.605,1.12008,0,0,0.031
09:30:17:47:00,38.6,0.899817,0,0,0
09:30:17:48:00,38.6,1.14629,0,0.699801,0
09:30:17:49:00,38.6,1.45268,0,0.114253,0
09:30:17:50:00,38.5967,1.12405,0,0.0428451,0.234167
09:30:17:51:00,38.5983,1.47316,0,0,0.0138333
09:30:17:52:00,38.5233,0.709483,0,0.0571268,0
09:30:17:53:00,38.5,1.2865,0,0.271351,0
09:30:17:54:00,38.5,0.441278,0,0,0
09:30:17:55:00,38.5,1.43536,0,0,0
09:30:17:56:00,38.5,0.936379,0,0,0
09:30:17:57:00,38.5,0.969707,0,0,0
09:30:17:58:00,38.4367,1.21604,0,0,0
09:30:17:59:00,38.4017,1.24422,0,0.0142814,0
09:30:18:00:00,38.4033,1.59661,0,0.0428449,0.271333
09:30:18:01:00,38.4,1.50144,0.138833,0,0.4455
09:30:18:02:00,38.4,2.00856,0.0201667,0,0.33
09:30:18:03:00,38.4,1.36985,0,0,0.162833
09:30:18:04:00,38.4,1.07362,0,0.0714087,0
09:30:18:05:00,38.4,1.18074,0,0.242788,0
09:30:18:06:00,38.4,1.43482,0,0.442731,0
09:30:18:07:00,38.345,1.61055,0,0,0
09:30:18:08:00,38.31,1.01757,0,0.214225,0
09:30:18:09:00,38.3133,1.37268,0,0.114253,0
09:30:18:10:00,38.3,1.88364,0,1.66667E-07,0
09:30:18:11:00,38.3,1.17354,0,0.585547,0
09:30:18:12:00,38.3,0.938165,0,0,0
09:30:18:13:00,38.3,0.904752,0,0,0
09:30:18:14:00,38.2933,1.09281,0,0.285633,0
09:30:18:15:00,38.2933,1.09807,0,0.0285633,0
09:30:18:16:00,38.2083,1.40649,0,0.528421,0
09:30:18:17:00,38.2,1.01298,0,0,0
09:30:18:18:00,38.2,1.37865,0,0.0856898,0
09:30:18:19:00,38.2,2.08827,0,0,0
09:30:18:20:00,38.1967,1.4327,0,0,0
09:30:18:21:00,38.2,1.84635,0,0.0285634,0
09:30:18:22:00,38.1283,1.87629,0,0.042845,0
09:30:18:23:00,38.1,1.59407,0,0,0
09:30:18:24:00,38.1,1.25036,0,0.214224,0
09:30:18:25:00,38.1,1.28741,0,0,0
09:30:18:26:00,38.1,1.5379,0,0.299914,0
09:30:18:27:00,38.1,1.78312,0,0,0
09:30:18:28:00,38.1,0.848113,0,0.128535,0
09:30:18:29:00,38.1,1.6584,0,0.0714083,0
09:30:18:30:00,38.1,1.17063,0,0.271351,0
09:30:18:31:00,38.04,1.34549,0,0.114253,0
09:30:18:32:00,38.005,1.07603,0,0.0571268,0
09:30:18:33:00,38.02,1.50347,0,0.0856899,0
09:30:18:34:00,38,1.70558,0,0,0
09:30:18:35:00,38,1.27661,0,0,0
09:30:18:36:00,38,1.15068,0,0.185661,0
09:30:18:37:00,38,0.895319,0,0,0
09:30:18:38:00,38,1.02648,0,0.0856902,0
09:30:18:39:00,38,0.961163,0,0,0
09:30:18:40:00,37.9583,0.77515,0,0.114253,0
09:30:18:41:00,37.9417,0.556952,0,0,0
09:30:18:42:00,37.9733,0.742336,0,0.242788,0
09:30:18:43:00,37.915,1.61416,0,0.228506,0
09:30:18:44:00,37.9,2.06265,0,0.0714081,0
09:30:18:45:00,37.9,1.48689,0,0,0
09:30:18:46:00,37.9,2.70943,0,0.271351,0
09:30:18:47:00,37.9,1.40007,0,0.242788,0.120167
09:30:18:48:00,37.9,1.95143,0,0,0
09:30:18:49:00,37.8967,1.33452,0,0.214225,0
09:30:18:50:00,37.9,1.16515,0,0.114253,0
09:30:18:51:00,37.9,1.60649,0,0,0
09:30:18:52:00,37.84,1.25482,0,0.214224,0
09:30:18:53:00,37.8433,0.835545,0,0.0714081,0
09:30:18:54:00,37.8583,1.38378,0,0,0
09:30:18:55:00,37.8067,0.936326,0,0,0
09:30:18:56:00,37.8,0.617178,0,0.199943,0
09:30:18:57:00,37.8,1.06166,0,0.199943,0
09:30:18:58:00,37.8,0.610883,0,0,0
09:30:18:59:00,37.8,1.01999,0,0.114253,0
09:30:19:00:00,37.8,0.798976,0,0,0
09:30:19:01:00,37.8,0.788078,0,0,0
09:30:19:02:00,37.8,0.827414,0,0,0
09:30:19:03:00,37.8,1.09664,0,0.314196,0
09:30:19:04:00,37.8,0.804547,0,0.0571264,0
09:30:19:05:00,37.8,0.787228,0,0,0
09:30:19:06:00,37.8,1.47739,0,0.285633,0
09:30:19:07:00,37.7633,1.36769,0,0.0571266,0
09:30:19:08:00,37.7683,0.912929,0,0.371323,0
09:30:19:09:00,37.795,0.956211,0,0.0999716,0
09:30:19:10:00,37.7133,1.17731,0,0,0
09:30:19:11:00,37.7,1.61127,0,0.0571267,0
09:30:19:12:00,37.7,0.976007,0,0,0
09:30:19:13:00,37.7,1.324,0,0,0
09:30:19:14:00,37.7,1.90715,0,0,0
09:30:19:15:00,37.7,1.213,0,0.314196,0
09:30:19:16:00,37.7,1.11114,0,0.142816,0
09:30:19:17:00,37.7,0.993173,0,0,0
09:30:19:18:00,37.7,0.929551,0,0,0
09:30:19:19:00,37.63,1.14179,0,0.271351,0
09:30:19:20:00,37.6,0.843707,0,0.0142818,0
09:30:19:21:00,37.62,0.928632,0,0,0
09:30:19:22:00,37.61,0.70336,0,0,0
09:30:19:23:00,37.6,0.968405,0,0.199943,0
09:30:19:24:00,37.6033,0.618343,0,0.0714084,0
09:30:19:25:00,37.6,0.646085,0,0.328478,0
09:30:19:26:00,37.6,0.550986,0,0,0
09:30:19:27:00,37.6,0.854244,0,0,0
09:30:19:28:00,37.6,0.341363,0,0.228506,0
09:30:19:29:00,37.6,0.877203,0,0.371323,0
09:30:19:30:00,37.5733,0.939146,0,0,0
