#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:22:21:19:00,0,0.399886,0,36.1,1.29898
04:22:21:20:00,0,0,0,36.1,1.29023
04:22:21:21:00,0,0,0,36.1,1.20711
04:22:21:22:00,0,0.0285633,0,36.0833,1.25356
04:22:21:23:00,0,0,0,36.03,0.986889
04:22:21:24:00,0,0.271351,0,36,1.25926
04:22:21:25:00,0,0.199943,0,36,1.57065
04:22:21:26:00,0,0,0,36,1.56976
04:22:21:27:00,0,0,0,35.9833,1.74399
04:22:21:28:00,0,0.17138,0,35.9133,1.58235
04:22:21:29:00,0,0.157098,0,35.9,1.52679
04:22:21:30:00,0,0,0,35.9,1.49841
04:22:21:31:00,0,0,0,35.9,1.9266
04:22:21:32:00,0,0,5.08852E-18,35.9,1.80511
04:22:21:33:00,0,0.585547,0,35.9,1.9065
04:22:21:34:00,0,0.0571265,0,35.8817,1.97889
04:22:21:35:00,0,0.299915,0,35.8217,1.93134
04:22:21:36:00,0,0,0,35.8,1.85274
04:22:21:37:00,0,0.157098,0,35.8,1.93624
04:22:21:38:00,0,0.17138,0,35.8,2.06907
04:22:21:39:00,0,0,0,35.785,1.97431
04:22:21:40:00,0,0.0285633,0,35.7167,1.85211
04:22:21:41:00,0,0.0571265,0,35.7,1.54147
04:22:21:42:00,0,0.271351,0,35.7,1.80995
04:22:21:43:00,0,0.128535,0,35.7,1.79217
04:22:21:44:00,0,0,0,35.7,1.3566
04:22:21:45:00,0,0,0,35.6333,1.12674
04:22:21:46:00,0,0,0,35.6,1.47473
04:22:21:47:00,0,0.0571265,0,35.6,1.55604
04:22:21:48:00,0,0.157098,0,35.6,1.61504
04:22:21:49:00,0,0.071408,0,35.6,1.90883
04:22:21:50:00,0,0.000000166667,0,35.6,2.22318
04:22:21:51:00,0,0.228506,0,35.5433,1.92122
04:22:21:52:00,0,0,0,35.5,1.55985
04:22:21:53:00,0,0.185661,0,35.5,2.20633
04:22:21:54:00,0,0.25707,0,35.5,1.89677
04:22:21:55:00,0,0,0,35.5,1.73283
04:22:21:56:00,0,0.228506,0,35.5,1.41486
04:22:21:57:00,0,0,0,35.4367,1.81653
04:22:21:58:00,0,0.0714082,0,35.4,1.84569
04:22:21:59:00,0,0,0,35.4,2.09325
04:22:22:00:00,0,4.81097E-17,0,35.4,1.88827
04:22:22:01:00,0,0.0428454,0,35.4,2.31054
04:22:22:02:00,0,0,0,35.4,2.06779
04:22:22:03:00,0,0,0,35.3667,2.24471
04:22:22:04:00,0,0,0,35.3017,2.37569
04:22:22:05:00,0,0.114253,0,35.3,2.0924
04:22:22:06:00,0,0.185661,0,35.3,1.74996
04:22:22:07:00,0,0,0,35.3,1.66203
04:22:22:08:00,0,0,0,35.3,1.59027
04:22:22:09:00,0,0.271351,0,35.225,1.52172
04:22:22:10:00,0,0,0,35.2,1.83878
04:22:22:11:00,0,0,0,35.2,1.65283
04:22:22:12:00,0,0.0285636,0,35.2,1.43745
04:22:22:13:00,0,0,0,35.2,1.70205
04:22:22:14:00,0,0.0000000333333,0,35.16,1.42699
04:22:22:15:00,0,0.000000133333,0,35.1,1.67968
04:22:22:16:00,0,0.157098,0,35.1,2.01159
04:22:22:17:00,0,0,0,35.1,1.6937
04:22:22:18:00,0,0,0,35.0467,1.98255
04:22:22:19:00,0,0,0,35.0033,1.93513
04:22:22:20:00,0,0,0,35,1.72324
04:22:22:21:00,0,0,0,35,1.17339
04:22:22:22:00,0,0.142816,0,35,1.55547
04:22:22:23:00,0,0,0,35,1.69601
04:22:22:24:00,0,0,0,34.9217,1.43555
04:22:22:25:00,0,0,0,34.9,1.30355
04:22:22:26:00,0,0.199943,0,34.9,1.80896
04:22:22:27:00,0,0.17138,0,34.9,1.9371
04:22:22:28:00,0,0,0,34.895,1.73535
04:22:22:29:00,0,0.0285636,0,34.8817,1.62065
04:22:22:30:00,0,0.000000133333,0,34.8117,1.84694
04:22:22:31:00,0,0.214225,0,34.8,1.58211
04:22:22:32:00,0,0,0,34.8,1.65395
04:22:22:33:00,0,0,0,34.7983,1.59742
04:22:22:34:00,0,0,0,34.7817,1.75975
04:22:22:35:00,0,0,0,34.7567,1.83372
04:22:22:36:00,0,0.0714083,0,34.7,1.84733
04:22:22:37:00,0,0,0,34.7,1.46741
04:22:22:38:00,0,0,0,34.7,2.23251
04:22:22:39:00,0,0,0,34.7,1.41024
04:22:22:40:00,0,0,0,34.7,1.53812
04:22:22:41:00,0,0,0,34.665,1.44968
04:22:22:42:00,0,0,0,34.6217,1.88843
04:22:22:43:00,0,0.17138,0,34.6,1.46219
04:22:22:44:00,0,0,0,34.6,1.13064
04:22:22:45:00,0,0,0,34.6,1.64789
04:22:22:46:00,0,0,0,34.5983,1.09017
04:22:22:47:00,0,0.0142818,0,34.57,1.04708
04:22:22:48:00,0,0,0,34.5033,1.12378
04:22:22:49:00,0,0,0,34.5,1.63561
04:22:22:50:00,0,0.0571267,0,34.5,1.36745
04:22:22:51:00,0,0.0714084,0,34.4983,1.0378
04:22:22:52:00,0,0,0,34.4833,1.13658
04:22:22:53:00,0,0.114253,0,34.4183,1.2534
04:22:22:54:00,0,0.0714084,0,34.4,1.34274
04:22:22:55:00,0,0,0,34.4,1.31582
04:22:22:56:00,0,0,0,34.4,1.32375
04:22:22:57:00,0,0,0,34.4,1.62908
04:22:22:58:00,0,0,0,34.3567,1.52056
04:22:22:59:00,0,0,0,34.3233,1.36184
04:22:23:00:00,0,0,0,34.3,1.3453
04:22:23:01:00,0,0,0,34.3,1.16504
04:22:23:02:00,0,0.0428448,0,34.3,1.47753
04:22:23:03:00,0,0.0428449,0,34.3,1.38821
04:22:23:04:00,0,0.214224,0,34.295,1.10814
04:22:23:05:00,0,0.0999717,0,34.3,1.32111
04:22:23:06:00,0,0,0,34.2067,1.43768
04:22:23:07:00,0,0.142816,0,34.2,0.635662
04:22:23:08:00,0,0,0,34.2,0.908929
04:22:23:09:00,0,0.214225,0,34.2,1.23416
04:22:23:10:00,0,0,0,34.2,0.955469
04:22:23:11:00,0,0,0,34.17,1.40176
04:22:23:12:00,0,0,0,34.1117,1.13554
04:22:23:13:00,0,0,0,34.1,1.00588
04:22:23:14:00,0,0,0,34.1,0.932892
04:22:23:15:00,0,0.128535,0,34.0983,0.634804
04:22:23:16:00,0,0,0,34.1,0.641716
04:22:23:17:00,0,0,0,34.095,0.965983
04:22:23:18:00,0,0,0,34.0117,1.10771
04:22:23:19:00,0,0,0,34,0.869532
04:22:23:20:00,0,0.0142814,0,34,1.02602
04:22:23:21:00,0,0,0,34,0.675067
04:22:23:22:00,0,0,0,34,1.23005
04:22:23:23:00,0,0.142817,0,34,1.07501
04:22:23:24:00,0,0,0,33.9542,0.961081
04:22:23:25:00,0,0,0,33.9131,1.16682
04:22:23:26:00,0,0,0,33.9033,1.19542
04:22:23:27:00,0,0.228507,0,33.9,1.49312
04:22:23:28:00,0,0,0,33.9,1.60024
04:22:23:29:00,0,0,0,33.9,1.49836
04:22:23:30:00,0,0.0856898,0,33.8967,1.2492
04:22:23:31:00,0,0.228506,0,33.8867,1.55277
04:22:23:32:00,0,0.228506,0,33.855,1.53978
04:22:23:33:00,0,0,0,33.8017,1.35457
04:22:23:34:00,0,0,0,33.8,1.37506
04:22:23:35:00,0,0,0,33.8,1.20613
04:22:23:36:00,0,0,0,33.8,1.03224
04:22:23:37:00,0,0.114253,0,33.8,1.26515
04:22:23:38:00,0,0.0856898,0,33.8,1.07651
04:22:23:39:00,0,0,0,33.725,1.20109
04:22:23:40:00,0,0,0,33.7,1.3618
04:22:23:41:00,0,0,0,33.7,1.79119
04:22:23:42:00,0,0,0,33.7,0.999012
04:22:23:43:00,0,0,0,33.7,1.30358
04:22:23:44:00,0,0,0,33.7,1.29269
04:22:23:45:00,0,0,0,33.7,1.16225
04:22:23:46:00,0,0,0,33.695,1.14636
04:22:23:47:00,0,0,0,33.6867,1.25776
04:22:23:48:00,0,0.114253,0,33.6083,1.08594
04:22:23:49:00,0,0,0,33.6,1.48913
04:22:23:50:00,0,0,0,33.6,1.06485
04:22:23:51:00,0,0.157098,0,33.6,1.04136
04:22:23:52:00,0,0.0142818,0,33.6,0.89092
04:22:23:53:00,0,0,0,33.6,1.16618
04:22:23:54:00,0,0.528421,0,33.545,1.09188
04:22:23:55:00,0,0.0285631,0,33.51,0.943652
04:22:23:56:00,0,0.314197,0,33.5067,1.05418
04:22:23:57:00,0,0,0,33.5,1.1457
04:22:23:58:00,0,0.0142811,0,33.5,0.876506
04:22:23:59:00,0,0,0,33.5,1.07584
04:23:00:00:00,0,0,0,33.5,1.0844
04:23:00:01:00,0,0.242788,0,33.4983,0.960059
04:23:00:02:00,0,0,0,33.5,1.28598
04:23:00:03:00,0,0,0,33.5,1.31217
04:23:00:04:00,0,0.214224,0,33.5,1.59476
04:23:00:05:00,0,0,0,33.5,1.40377
04:23:00:06:00,0,0,0,33.5,1.52479
04:23:00:07:00,0,0.242788,0,33.4583,1.48452
04:23:00:08:00,0,0.157098,0,33.4083,1.70132
04:23:00:09:00,0,0.0285632,0,33.4,1.38383
04:23:00:10:00,0,0,0,33.4,1.14398
04:23:00:11:00,0,0.142817,0,33.4,1.56607
04:23:00:12:00,0,0,0,33.39,1.13987
04:23:00:13:00,0,0.128535,0,33.36,1.3207
04:23:00:14:00,0,0,0,33.315,1.48132
04:23:00:15:00,0,0.0285634,0,33.3,1.40975
04:23:00:16:00,0,0.242788,0,33.3,1.26028
04:23:00:17:00,0,0.128535,0,33.3,1.18417
04:23:00:18:00,0,0,0,33.295,1.33798
04:23:00:19:00,0,0.0856899,0,33.2767,1.26805
04:23:00:20:00,0,0,0,33.2517,1.0063
04:23:00:21:00,0,0,0,33.21,0.920922
04:23:00:22:00,0,0.171379,0,33.2,1.09096
04:23:00:23:00,0,0.357041,0,33.2,0.94041
04:23:00:24:00,0,0,0,33.2,1.2078
04:23:00:25:00,0,0.0571266,0,33.2,1.18397
04:23:00:26:00,0,0,0,33.2,1.23874
04:23:00:27:00,0,0.114253,0,33.16,1.33292
04:23:00:28:00,0,0,0,33.135,1.30604
04:23:00:29:00,0,0.314196,0,33.1433,1.5836
04:23:00:30:00,0,0,0,33.1,1.21808
04:23:00:31:00,0,0.17138,0,33.1,1.30775
04:23:00:32:00,0,0,0,33.1,1.27503
04:23:00:33:00,0,0,0,33.1,1.00555
04:23:00:34:00,0,0,0,33.1,1.03842
04:23:00:35:00,0,0,0,33.1,1.27427
04:23:00:36:00,0,0,0,33.0417,1.05208
04:23:00:37:00,0,0,0,33.0183,1.00365
04:23:00:38:00,0,0,0,33.0133,0.804033
04:23:00:39:00,0,0,0,33,1.05436
04:23:00:40:00,0,0,0,33,0.940441
04:23:00:41:00,0,0,0,33,0.902071
04:23:00:42:00,0,0,0,33,0.997609
04:23:00:43:00,0,0.214224,0,33,0.762881
04:23:00:44:00,0,0,0,33,1.15606
04:23:00:45:00,0,0,0,32.9983,0.907941
04:23:00:46:00,0,0,0,32.985,1.08817
04:23:00:47:00,0,0,0,32.9831,1.1898
04:23:00:48:00,0,0,0,32.9131,1.35691
04:23:00:49:00,0,0,0,32.9,1.43383
04:23:00:50:00,0,0,0,32.9,1.32412
04:23:00:51:00,0,0.0285632,0,32.9,1.34657
04:23:00:52:00,0,0,0,32.9,1.1492
04:23:00:53:00,0,0,0,32.9,1.28885
04:23:00:54:00,0,0,0,32.9,1.26981
04:23:00:55:00,0,0.0856901,0,32.8983,1.06498
04:23:00:56:00,0,0,0,32.9,1.00262
04:23:00:57:00,0,0.0714081,0,32.86,1.00018
04:23:00:58:00,0,0,0,32.8167,0.878529
04:23:00:59:00,0,0,0,32.8117,0.792883
04:23:01:00:00,0,0,0,32.8,0.695942
04:23:01:01:00,0,0,0,32.8,0.835162
04:23:01:02:00,0,0,0,32.8,0.675987
04:23:01:03:00,0,0,0,32.8,0.85934
04:23:01:04:00,0,0,0,32.8,1.09334
04:23:01:05:00,0,0,0,32.8,1.24292
04:23:01:06:00,0,0.0428434,0,32.8,1.10811
04:23:01:07:00,0,0,0,32.8,0.748053
04:23:01:08:00,0,0,0,32.8,0.733002
04:23:01:09:00,0,0,0,32.7633,0.463988
04:23:01:10:00,0,0,0,32.7533,0.655112
04:23:01:11:00,0,0,0,32.7667,0.614642
04:23:01:12:00,0,0,0,32.7117,0.726994
04:23:01:13:00,0,0,0,32.7,0.836902
04:23:01:14:00,0,0,0,32.7,0.78594
04:23:01:15:00,0,0,0,32.7,0.94897
04:23:01:16:00,0,0.114253,0,32.7,0.880391
04:23:01:17:00,0,0,0,32.7,0.990651
04:23:01:18:00,0,0,0,32.7,0.775342
04:23:01:19:00,0,0,0,32.7,0.583858
04:23:01:20:00,0,0,0,32.7,0.489109
04:23:01:21:00,0,0,0,32.68,0.535342
04:23:01:22:00,0,0,0,32.6867,0.47028
04:23:01:23:00,0,0,0,32.6883,0.608994
04:23:01:24:00,0,0,0,32.615,0.61714
04:23:01:25:00,0,0,0,32.6,0.721086
04:23:01:26:00,0,0.114253,0,32.6,0.757663
04:23:01:27:00,0,0,0,32.6,1.04331
04:23:01:28:00,0,0,0,32.6,1.42065
04:23:01:29:00,0,0,0,32.6,1.4872
04:23:01:30:00,0,0,0,32.6,1.51265
04:23:01:31:00,0,0.0714082,0.223167,32.6,1.52389
04:23:01:32:00,0,0,0.295,32.6,1.64653
04:23:01:33:00,0.0211667,0,0.267167,32.6,1.75138
04:23:01:34:00,0.0863333,0,0.179167,32.6,1.71837
04:23:01:35:00,0.0838333,0,0.190667,32.6,1.67435
04:23:01:36:00,0.104,0,0.2365,32.565,1.69525
04:23:01:37:00,0,0,0.0676667,32.565,1.75393
04:23:01:38:00,0,0,0,32.5617,1.70625
04:23:01:39:00,0,0.114253,0,32.5083,1.5659
04:23:01:40:00,0,0,0,32.5,1.42501
04:23:01:41:00,0,0.128535,0,32.5,1.31385
04:23:01:42:00,0,0.25707,0,32.5,1.26619
04:23:01:43:00,0,0.128535,0,32.5,1.1536
04:23:01:44:00,0,0,0,32.5,1.02231
04:23:01:45:00,0,0,0,32.5,1.60369
04:23:01:46:00,0,0,0,32.5,1.34962
04:23:01:47:00,0,0,0,32.5,0.907251
04:23:01:48:00,0,0,0,32.43,1.08053
04:23:01:49:00,0,0,0,32.4067,0.626428
04:23:01:50:00,0,0.0428448,0,32.4083,0.719469
04:23:01:51:00,0,0,0,32.4,0.891319
04:23:01:52:00,0,0.0714081,0,32.4,1.18255
04:23:01:53:00,0,0.0714078,0,32.4,1.28537
04:23:01:54:00,0,0.0000000666667,0,32.4,1.24964
04:23:01:55:00,0,0.114253,0,32.4,1.24647
04:23:01:56:00,0,0.157099,0,32.4,1.35388
04:23:01:57:00,0,0,0,32.4,2.08166
04:23:01:58:00,0,0,0,32.39,2.57621
04:23:01:59:00,0,0.0571264,0,32.3733,1.22603
04:23:02:00:00,0,0.214225,0,32.3033,2.10851
04:23:02:01:00,0,0,0,32.3,2.24518
04:23:02:02:00,0,0.185661,0,32.3,1.47734
04:23:02:03:00,0,0,0,32.3,1.52784
04:23:02:04:00,0,0,0,32.3,1.36187
04:23:02:05:00,0,0,0,32.3,1.54648
04:23:02:06:00,0,0,0,32.255,1.63868
04:23:02:07:00,0,0,0.0593333,32.21,1.69362
04:23:02:08:00,0,0,0,32.2,1.83263
04:23:02:09:00,0,0,0,32.2,1.6866
04:23:02:10:00,0,0,0,32.2,1.16073
04:23:02:11:00,0,0,0,32.2,1.29231
04:23:02:12:00,0,0.0000002,0,32.1267,1.49193
04:23:02:13:00,0,0,0,32.1,1.38825
04:23:02:14:00,0,0,0,32.1,1.68999
04:23:02:15:00,0,0,0,32.1,1.53713
04:23:02:16:00,0,0,0,32.1,1.56158
04:23:02:17:00,0,0,0,32.085,1.90112
04:23:02:18:00,0,0,0,32.0017,1.7326
04:23:02:19:00,0,0,0,32,1.57949
04:23:02:20:00,0,0,0,32,1.39521
04:23:02:21:00,0,0,0,32,1.4223
04:23:02:22:00,0,0,0,32,0.912493
04:23:02:23:00,0,0,0,31.99,0.833116
04:23:02:24:00,0,0,0,31.905,0.744336
04:23:02:25:00,0,0,0,31.9,1.05301
04:23:02:26:00,0,0,0,31.9,1.18948
04:23:02:27:00,0,0,0,31.9,1.17953
04:23:02:28:00,0,0,0,31.9,1.28021
04:23:02:29:00,0,0,0,31.9,1.2289
04:23:02:30:00,0,0,0,31.8167,1.39071
04:23:02:31:00,0,0,0,31.8,1.16204
04:23:02:32:00,0,0,0,31.8,1.02766
04:23:02:33:00,0,0.114253,0,31.8,0.838955
04:23:02:34:00,0,0,0,31.8,0.66007
04:23:02:35:00,0,0,0,31.8,0.676799
04:23:02:36:00,0,0,0,31.8,0.860497
04:23:02:37:00,0,0,0,31.8,0.587537
04:23:02:38:00,0,0,0,31.7967,0.580371
04:23:02:39:00,0,0,0,31.7417,0.539794
04:23:02:40:00,0,0,0,31.7017,0.743202
04:23:02:41:00,0,0,0,31.7133,0.640038
04:23:02:42:00,0,0.0571265,0,31.7,0.508168
04:23:02:43:00,0,0.128535,0,31.7,0.365599
04:23:02:44:00,0,0,0,31.7,0.434078
04:23:02:45:00,0,0,0,31.7,0.589705
04:23:02:46:00,0,0,0,31.7,0.755279
04:23:02:47:00,0,0,0,31.7,0.770276
04:23:02:48:00,0,0.228506,0,31.7,0.857945
04:23:02:49:00,0,0,0,31.7,0.697666
04:23:02:50:00,0,0,0,31.7,0.85501
04:23:02:51:00,0,0,0,31.7,1.0702
04:23:02:52:00,0,0,0,31.7,1.32191
04:23:02:53:00,0,0,0,31.7,1.24225
04:23:02:54:00,0,0.0571267,0,31.6733,1.15888
04:23:02:55:00,0,0,0,31.66,1.02796
04:23:02:56:00,0,0,0,31.6917,1.20368
04:23:02:57:00,0,0.0000000666667,0,31.6133,1.06295
04:23:02:58:00,0,0,0,31.6033,0.651388
04:23:02:59:00,0,0,0,31.61,0.649901
04:23:03:00:00,0,0,0,31.6,0.842488
04:23:03:01:00,0,0,0,31.6,0.901166
04:23:03:02:00,0,0,0,31.6,1.21605
04:23:03:03:00,0,0,0,31.6017,1.30993
04:23:03:04:00,0,0,0,31.6,0.953576
04:23:03:05:00,0,0,0,31.6,1.01894
04:23:03:06:00,0,0.114253,0,31.6,1.14705
04:23:03:07:00,0,0,0,31.6,0.867999
04:23:03:08:00,0,0,0,31.6,0.838687
04:23:03:09:00,0,0,0,31.6,0.953683
04:23:03:10:00,0,0,0,31.6,0.793389
04:23:03:11:00,0,0,0,31.6,1.01274
04:23:03:12:00,0,0,0,31.6,1.25581
04:23:03:13:00,0,0,0,31.6,1.20044
04:23:03:14:00,0,0,0,31.6,1.07221
04:23:03:15:00,0,0.242788,0,31.6,0.9858
04:23:03:16:00,0,0.0000000666667,0,31.6,0.806302
04:23:03:17:00,0,0,0,31.6,0.730228
04:23:03:18:00,0,0.128535,0,31.5917,0.708502
04:23:03:19:00,0,0.0999715,0,31.595,0.815107
04:23:03:20:00,0,0,0,31.6,0.898177
04:23:03:21:00,0,0.0142817,0,31.5783,0.965378
04:23:03:22:00,0,0.0142817,0,31.575,0.949982
04:23:03:23:00,0,0,0,31.5917,1.00703
04:23:03:24:00,0,0,0,31.5333,1.00959
04:23:03:25:00,0,0.0142816,0,31.52,0.912293
04:23:03:26:00,0,0,0,31.525,0.85983
04:23:03:27:00,0,0,0,31.5083,0.449727
04:23:03:28:00,0,0.299914,0,31.5,0.680531
04:23:03:29:00,0,0,0,31.5,0.700923
04:23:03:30:00,0,0.114253,0,31.5,0.405701
04:23:03:31:00,0,0,0,31.5,0.534514
04:23:03:32:00,0,0,0,31.5,0.481016
04:23:03:33:00,0,0,0,31.5,0.458639
04:23:03:34:00,0,0,0,31.5,0.362817
04:23:03:35:00,0,0.0571266,0,31.5,0.311391
04:23:03:36:00,0,0,0,31.5,0.211974
04:23:03:37:00,0,0,0,31.5,0.434301
04:23:03:38:00,0,0,0,31.5,0.582923
04:23:03:39:00,0,0,0,31.5,0.784753
04:23:03:40:00,0,0,0,31.5,0.898484
04:23:03:41:00,0,0,0,31.5,0.76902
04:23:03:42:00,0,0,0,31.5,0.795726
04:23:03:43:00,0,0,0,31.5,0.762559
04:23:03:44:00,0,0,0,31.5,0.845883
04:23:03:45:00,0,0,0,31.49,0.757548
04:23:03:46:00,0,0,0,31.48,0.732427
04:23:03:47:00,0,0.614111,0,31.495,0.909389
04:23:03:48:00,0,0,0,31.4283,0.779457
04:23:03:49:00,0,0.142816,0,31.4283,0.634344
04:23:03:50:00,0,0,0,31.4467,0.69008
04:23:03:51:00,0,0.000000133333,0,31.4083,0.642414
04:23:03:52:00,0,0.0571264,0,31.4033,0.578946
04:23:03:53:00,0,0.0856897,0,31.4117,0.798593
04:23:03:54:00,0,0.0571266,0,31.4,0.751762
04:23:03:55:00,0,0,0,31.4,0.833836
04:23:03:56:00,0,0.114253,0,31.4,0.838725
04:23:03:57:00,0,0,0,31.4,0.54066
04:23:03:58:00,0,0.0714082,0,31.4,0.40582
04:23:03:59:00,0,0.242788,0,31.4,0.184463
04:23:04:00:00,0,0.157098,0,31.4,0.204835
04:23:04:01:00,0,0.0285645,0,31.4,0.697705
04:23:04:02:00,0,0,0,31.4,0.555078
04:23:04:03:00,0,0,0,31.4,0.631179
04:23:04:04:00,0,0,0,31.4,0.686233
04:23:04:05:00,0,0,0,31.4017,0.657426
04:23:04:06:00,0,0,0,31.4,0.932356
04:23:04:07:00,0,0,0,31.4,1.24364
04:23:04:08:00,0.0541667,0.0571266,0.079,31.4,1.35901
04:23:04:09:00,0.250833,0,0.345,31.4,1.21565
04:23:04:10:00,0,0,0.173667,31.3983,1.30004
04:23:04:11:00,0.0485,0,0.176333,31.3983,1.35837
04:23:04:12:00,0.0598333,0.0714081,0.173,31.3483,1.39842
04:23:04:13:00,0.245667,0,0.361167,31.3133,1.45703
04:23:04:14:00,0.309167,0,0.387167,31.3117,1.62124
04:23:04:15:00,0.452,0,0.607667,31.3,1.69304
04:23:04:16:00,0.572,0,0.817,31.3,2.14161
04:23:04:17:00,0.7835,0,1.14133,31.3,2.18269
04:23:04:18:00,0.950167,0,1.27433,31.3,2.1596
04:23:04:19:00,0.940333,0,1.20033,31.3,2.04585
04:23:04:20:00,0.728667,0,0.9095,31.3,1.96199
04:23:04:21:00,0.407333,0,0.586667,31.2617,2.15458
04:23:04:22:00,0.158333,0.0285631,0.330833,31.2083,1.85986
04:23:04:23:00,0.0716667,0,0.2115,31.2,1.64748
04:23:04:24:00,0,0,0,31.2,1.62346
04:23:04:25:00,0,0,0,31.2,1.77222
04:23:04:26:00,0,0,0.0235,31.2,1.96925
04:23:04:27:00,0,0,0.182833,31.1633,1.96117
04:23:04:28:00,0,0,0.156167,31.1383,1.73393
04:23:04:29:00,0,0,0,31.1033,1.69555
04:23:04:30:00,0,0,0,31.1,1.88731
04:23:04:31:00,0,0,0,31.1,1.77118
04:23:04:32:00,0,0,0,31.1,1.82614
04:23:04:33:00,0,0.171379,0,31.0417,1.7698
04:23:04:34:00,0,0,0,31,1.45969
04:23:04:35:00,0,0,0,31,1.5956
04:23:04:36:00,0,0,0,31,1.74013
04:23:04:37:00,0,0,0,31,1.75449
04:23:04:38:00,0,0.128535,0,31,1.52439
04:23:04:39:00,0,0,0,30.95,1.40621
04:23:04:40:00,0,0,0,30.9133,1.47366
04:23:04:41:00,0,0,0,30.9067,1.47074
04:23:04:42:00,0,0.185661,0,30.9,1.4524
04:23:04:43:00,0,0.142816,0,30.9,1.63265
04:23:04:44:00,0,0,0,30.9,1.48644
04:23:04:45:00,0,0,0,30.8683,1.66758
04:23:04:46:00,0,0,0,30.8317,1.44821
04:23:04:47:00,0,0,0,30.8167,1.30999
04:23:04:48:00,0,0,0,30.8,1.44812
04:23:04:49:00,0,0,0,30.8,1.27565
04:23:04:50:00,0,0,0,30.8,0.972972
04:23:04:51:00,0,0,0,30.8,1.15477
04:23:04:52:00,0,0.285633,0,30.8,1.06731
04:23:04:53:00,0,0,0,30.8,1.18972
04:23:04:54:00,0,0,0,30.7883,0.960634
04:23:04:55:00,0,0,0,30.7633,1.17659
04:23:04:56:00,0,0.257069,0,30.7733,1.3593
04:23:04:57:00,0,0,0,30.7333,1.35202
04:23:04:58:00,0,0,0,30.705,1.22556
04:23:04:59:00,0,0,0,30.7067,1.27319
04:23:05:00:00,0,0,0,30.7,0.959868
04:23:05:01:00,0,0.485575,0,30.7,0.867769
04:23:05:02:00,0,0.0285635,0,30.715,0.959346
04:23:05:03:00,0,0,0,30.72,0.861999
04:23:05:04:00,0,0,0,30.7017,0.591453
04:23:05:05:00,0,0.128535,0,30.7017,0.68998
04:23:05:06:00,0,0,0,30.7,0.98118
04:23:05:07:00,0,0,0,30.7,0.909504
04:23:05:08:00,0,0,0,30.7,1.0205
04:23:05:09:00,0,0.185661,0,30.7,1.0405
04:23:05:10:00,0,0,0,30.7,0.990972
04:23:05:11:00,0,0,0,30.7,1.21783
04:23:05:12:00,0,0,0,30.6867,1.36668
04:23:05:13:00,0,0,0,30.6833,1.28466
04:23:05:14:00,0,0,0,30.6883,1.18021
04:23:05:15:00,0,0,0,30.6083,1.10805
04:23:05:16:00,0,0.656956,0,30.6017,0.890637
04:23:05:17:00,0,0.0142816,0,30.6367,0.80349
04:23:05:18:00,0,0,0,30.6067,0.670239
04:23:05:19:00,0,0.0142816,0,30.605,0.633003
04:23:05:20:00,0,0.571266,0,30.605,0.476847
04:23:05:21:00,0,0,0,30.6033,0.314041
04:23:05:22:00,0,0,0.133833,30.6,0.287828
04:23:05:23:00,0.802,0,0.994333,30.6,0.642904
04:23:05:24:00,1.3335,0,1.5805,30.6,0.900799
04:23:05:25:00,1.49333,0,1.8345,30.6,0.928272
04:23:05:26:00,1.48267,0,1.8375,30.6,1.10948
04:23:05:27:00,1.6495,0,2.05,30.6,1.2117
04:23:05:28:00,1.831,0,2.27767,30.6,1.24131
04:23:05:29:00,2.13717,0,2.61433,30.6,1.22478
04:23:05:30:00,2.42933,0.0000000666667,2.8145,30.6,1.18952
04:23:05:31:00,2.63183,0.128534,2.89517,30.6,1.02024
04:23:05:32:00,3.16967,0,3.16967,30.6,1.09532
04:23:05:33:00,3.958,0,3.958,30.5917,1.04888
04:23:05:34:00,4.88,0,4.88,30.5933,1.05754
04:23:05:35:00,5.50467,0.0856897,5.7395,30.5983,1.00383
04:23:05:36:00,6.02633,0.228506,6.18467,30.5233,0.997188
04:23:05:37:00,6.74967,0.285633,6.8195,30.505,0.999617
04:23:05:38:00,7.61017,0.328478,7.63267,30.5117,0.916708
04:23:05:39:00,8.4325,0.328478,8.45133,30.5,0.894928
04:23:05:40:00,9.417,0,9.417,30.5,0.712763
04:23:05:41:00,10.1103,0.228507,10.211,30.5,0.468331
04:23:05:42:00,10.935,0.771209,11.1688,30.5,0.495285
04:23:05:43:00,12.1142,0.814054,12.496,30.5,0.834066
04:23:05:44:00,13.4392,0.6998,13.7943,30.5,0.741255
04:23:05:45:00,14.7451,0.39214,15.1112,30.5,0.791415
04:23:05:46:00,16.1369,0.11238,16.5433,30.5,0.81804
04:23:05:47:00,17.5112,0.471294,17.935,30.5,0.766675
04:23:05:48:00,18.6977,0.628393,19.2122,30.5,0.839285
04:23:05:49:00,20.0288,1.47101,20.6035,30.5,0.67319
04:23:05:50:00,21.099,1.42816,21.5877,30.5,0.678976
04:23:05:51:00,21.8912,1.08541,22.397,30.5,0.570639
04:23:05:52:00,23.0237,3.39903,23.7142,30.5,0.875509
04:23:05:53:00,23.9822,7.58355,24.9508,30.5,0.57385
04:23:05:54:00,24.9048,7.91202,25.872,30.5,0.57339
04:23:05:55:00,25.9868,7.84062,26.9913,30.5,0.666078
