#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:22:13:32:00,275.381,558.526,791.672,41.1167,0.359701
04:22:13:33:00,275.83,560.111,793.59,41.2,0.90991
04:22:13:34:00,275.31,559.911,790.647,41.2633,1.1621
04:22:13:35:00,274.356,536.775,768.237,41.3,0.674592
04:22:13:36:00,273.538,554.727,785.461,41.3,0.34097
04:22:13:37:00,273.065,576.335,801.528,41.3,1.08984
04:22:13:38:00,271.793,572.379,797.498,41.3,0.886491
04:22:13:39:00,270.181,572.779,794.149,41.3,0.439642
04:22:13:40:00,268.659,584.519,803.452,41.3,0.834242
04:22:13:41:00,268.753,601.214,815.877,41.3,1.00117
04:22:13:42:00,269.169,593.202,807.107,41.3,1.10802
04:22:13:43:00,270.756,588.917,804.653,41.3467,1.59971
04:22:13:44:00,272.349,595.53,811.064,41.415,1.30943
04:22:13:45:00,269.608,569.98,775.343,41.4967,1.16117
04:22:13:46:00,259.386,485.019,702.724,41.56,1.81604
04:22:13:47:00,268.59,555.256,767.289,41.6417,1.43987
04:22:13:48:00,267.414,551.742,761.774,41.7,1.14446
04:22:13:49:00,264.791,557.769,766.431,41.7767,1.15185
04:22:13:50:00,263.266,564.51,771.271,41.8583,1.03943
04:22:13:51:00,261.958,574.536,775.506,41.9,0.856182
04:22:13:52:00,258.883,569.98,765.807,41.9917,0.719423
04:22:13:53:00,256.245,567.252,759.48,42,0.648368
04:22:13:54:00,254.903,567.181,756.952,41.9167,0.550431
04:22:13:55:00,254.123,561.868,751.044,41.9,1.82271
04:22:13:56:00,254.865,565.653,756.789,41.9,2.09718
04:22:13:57:00,254.234,571.979,759.922,41.9,1.49152
04:22:13:58:00,253.427,579.363,764.524,41.9,1.2941
04:22:13:59:00,253.375,583.605,765.906,41.9,1.65789
04:22:14:00:00,253.143,580.363,761.654,41.8367,1.77022
04:22:14:01:00,252.494,579.049,758.959,41.8317,1.15657
04:22:14:02:00,252.687,585.776,764.295,41.9,1.63686
04:22:14:03:00,254.33,583.033,762.944,41.905,2.15565
04:22:14:04:00,256.433,582.548,763.128,41.9883,1.9614
04:22:14:05:00,256.685,584.447,762.933,42,2.11184
04:22:14:06:00,255.704,569.723,746.751,42,2.54317
04:22:14:07:00,256.656,555.598,735.075,42,2.66766
04:22:14:08:00,257.762,535.119,711.443,42,2.83647
04:22:14:09:00,255.911,496.044,682.727,41.93,2.3764
04:22:14:10:00,255.772,472.479,663.909,41.9,2.36381
04:22:14:11:00,262.988,547.244,731.832,41.9,1.98741
04:22:14:12:00,263.012,546.672,725.971,41.86,1.56946
04:22:14:13:00,260.663,541.031,718.952,41.8,1.2349
04:22:14:14:00,259.135,553.871,728.065,41.8,1.71772
04:22:14:15:00,258.286,560.569,729.97,41.7967,1.36555
04:22:14:16:00,257.618,558.412,725.081,41.795,1.12432
04:22:14:17:00,257.671,547.686,718.087,41.795,0.91122
04:22:14:18:00,258.685,549.457,714.95,41.7033,0.916731
04:22:14:19:00,245.404,417.923,584.18,41.7,0.6277
04:22:14:20:00,241.317,347.029,536.396,41.7,0.83953
04:22:14:21:00,260.847,463.61,650.73,41.7,0.844028
04:22:14:22:00,274.133,550.528,729.166,41.7,0.881364
04:22:14:23:00,274.871,528.035,705.203,41.7,1.95265
04:22:14:24:00,265.046,436.932,613.849,41.7,2.06458
04:22:14:25:00,257.919,359.64,564.468,41.7,1.8549
04:22:14:26:00,265.999,470.894,655.271,41.7,1.274
04:22:14:27:00,271.156,520.566,696.781,41.7,1.47637
04:22:14:28:00,271.622,553.742,720.208,41.7,1.04177
04:22:14:29:00,266.926,560.011,718.627,41.7,1.43988
04:22:14:30:00,262.011,565.624,717.389,41.7,1.63515
04:22:14:31:00,257.931,562.639,710.14,41.7017,1.60405
04:22:14:32:00,255.104,564.096,706.381,41.7583,1.14498
04:22:14:33:00,251.156,560.126,697.69,41.7283,1.58634
04:22:14:34:00,248.33,558.74,692.343,41.7683,1.34432
04:22:14:35:00,246.7,557.37,688.127,41.8,1.32469
04:22:14:36:00,245.52,551.628,681.235,41.7967,1.5923
04:22:14:37:00,244.939,549.757,676.735,41.8,1.30555
04:22:14:38:00,235.284,470.951,589.994,41.8,1.05294
04:22:14:39:00,236.185,468.98,618.972,41.8,1.49519
04:22:14:40:00,240.462,525.064,648.383,41.8,1.22313
04:22:14:41:00,238.636,505.798,632.126,41.8,0.914953
04:22:14:42:00,240.481,538.118,656.756,41.8,0.740581
04:22:14:43:00,240.568,541.074,657.069,41.825,0.907695
04:22:14:44:00,240.631,541.46,655.726,41.8967,1.37799
04:22:14:45:00,239.083,537.575,649.672,41.855,0.871877
04:22:14:46:00,237.759,544.916,652.321,41.9,0.734665
04:22:14:47:00,236.314,542.302,647.579,41.9,1.05741
04:22:14:48:00,235.594,539.375,643.477,41.9,0.955661
04:22:14:49:00,234.635,539.375,641.714,41.9,1.58647
04:22:14:50:00,234.341,544.073,643.868,41.9,1.98801
04:22:14:51:00,233.415,541.388,640.396,41.9,1.60972
04:22:14:52:00,231.795,535.062,632.172,41.9167,1.41368
04:22:14:53:00,230.113,535.076,628.977,42,1.0442
04:22:14:54:00,228.625,533.441,623.738,41.961,1.72083
04:22:14:55:00,228.451,536.39,624.524,41.9902,2.52513
04:22:14:56:00,228.596,533.576,620.247,42,3.02736
04:22:14:57:00,229.062,535.704,620.94,42,2.33303
04:22:14:58:00,228.521,533.762,617.063,42,3.17633
04:22:14:59:00,228.221,538.718,619.179,42,2.62631
04:22:15:00:00,226.586,534.49,612.122,42,2.49166
04:22:15:01:00,223.46,524.879,600.145,42,1.98468
04:22:15:02:00,203.271,328.163,435.083,42,2.26186
04:22:15:03:00,216.768,499.743,579.633,42,2.07224
04:22:15:04:00,217.853,484.419,563.415,42,2.22996
04:22:15:05:00,222.036,528.563,595.8,42,1.2892
04:22:15:06:00,222.363,525.921,592.572,42,1.58042
04:22:15:07:00,222.896,525.835,592.321,42,1.82222
04:22:15:08:00,221.67,527.521,590.358,42,1.57108
04:22:15:09:00,220.252,526.906,587.125,42,2.07674
04:22:15:10:00,219.24,534.861,589.968,42,1.83231
04:22:15:11:00,218.39,535.804,587.008,42,2.8558
04:22:15:12:00,218.393,521.223,576.224,42,2.92432
04:22:15:13:00,215.574,505.541,559.909,42,2.31074
04:22:15:14:00,210.154,447.915,517.332,42.0417,2.45631
04:22:15:15:00,216.342,531.048,578.758,42.025,1.99733
04:22:15:16:00,208.368,390.103,471.257,42.0533,1.62395
04:22:15:17:00,215.676,520.834,567.138,42.1,1.61083
04:22:15:18:00,214.716,511.779,556.648,42.1,1.80198
04:22:15:19:00,210.233,484.676,533.602,42.1,2.08349
04:22:15:20:00,182.248,264.739,341.85,42.1,2.29749
04:22:15:21:00,150.196,43.3019,177.726,42.1,1.92627
04:22:15:22:00,152.044,83.4618,214.281,42.1,2.08851
04:22:15:23:00,193.975,356.07,443.737,42.1,1.87138
04:22:15:24:00,229.492,486.847,547.211,42.1,1.48488
04:22:15:25:00,242.153,470.137,546.467,42.1,1.54676
04:22:15:26:00,245.427,452.614,536.003,42.1,1.25694
04:22:15:27:00,246.306,451.571,537.324,42.0267,0.758728
04:22:15:28:00,244.269,409.612,504.143,42,1.05931
04:22:15:29:00,235.017,346.387,450.313,42.0033,1.51553
04:22:15:30:00,236.161,422.508,512.199,42,1.32421
04:22:15:31:00,214.463,247.729,346.481,42,1.64192
04:22:15:32:00,166.554,8.81178,172.862,42.0467,1.78716
04:22:15:33:00,152.446,49.2716,188.003,42.1,1.24128
04:22:15:34:00,154.859,74.7358,202.936,42.1,1.16429
04:22:15:35:00,165.974,120.837,244.313,42.1,0.822824
04:22:15:36:00,177.745,112.839,247.026,42.1,0.715124
04:22:15:37:00,187.784,86.4753,242.404,42.1383,0.515915
04:22:15:38:00,201.077,119.352,277.671,42.2,0.858152
04:22:15:39:00,214.436,192.174,331.672,42.2,1.12064
04:22:15:40:00,209.306,88.5747,257.663,42.2,1.37202
04:22:15:41:00,212.018,86.0897,269.867,42.2767,1.44306
04:22:15:42:00,230.955,203.37,357.946,42.3,2.04607
04:22:15:43:00,244.619,255.67,398.355,42.3,1.79588
04:22:15:44:00,257.416,380.948,485.98,42.3083,2.23101
04:22:15:45:00,267.188,440.831,524.166,42.3,2.32423
04:22:15:46:00,270.67,452.442,533.317,42.3,2.49155
04:22:15:47:00,267.665,452.299,527.197,42.3,2.31409
04:22:15:48:00,247.329,320.965,426.719,42.2967,1.75285
04:22:15:49:00,233.715,318.366,414.701,42.2967,2.04787
04:22:15:50:00,233.444,326.021,422.513,42.3,2.11156
04:22:15:51:00,238.5,424.05,478.444,42.235,2.53365
04:22:15:52:00,236.399,445.151,484.934,42.3,2.80314
04:22:15:53:00,229.161,446.036,476.188,42.3,2.25151
04:22:15:54:00,219.264,442.602,462.654,42.3,2.06051
04:22:15:55:00,208.933,437.018,448.63,42.35,1.38267
04:22:15:56:00,198.913,434.133,434.335,42.4,2.01046
04:22:15:57:00,190.961,413.453,413.641,42.4,2.49929
04:22:15:58:00,185.141,426.992,414.591,42.4,1.86462
04:22:15:59:00,180.079,432.205,410.228,42.405,1.36132
04:22:16:00:00,176.215,432.305,404.908,42.4,1.2312
04:22:16:01:00,172.801,430.791,398.14,42.4,1.56378
04:22:16:02:00,170.837,422.494,390.655,42.405,2.2607
04:22:16:03:00,169.737,424.222,389.294,42.4,2.06265
04:22:16:04:00,168.69,425.607,387.823,42.4,2.33069
04:22:16:05:00,168.258,426.293,385.437,42.4,2.09618
04:22:16:06:00,167.78,422.651,382.487,42.4,2.04383
04:22:16:07:00,166.893,418.495,377.641,42.4317,1.55689
04:22:16:08:00,166.248,413.111,372.917,42.5,1.45759
04:22:16:09:00,166.25,405.513,367.539,42.5,2.17113
04:22:16:10:00,162.24,341.26,328.688,42.5283,2.46639
04:22:16:11:00,165.609,392.902,359.37,42.5967,2.39897
04:22:16:12:00,169.408,400.614,364.46,42.5983,2.19846
04:22:16:13:00,172.933,405.499,368.351,42.5483,1.99703
04:22:16:14:00,176.608,404.442,370.431,42.5017,2.33308
04:22:16:15:00,179.908,397.672,369.396,42.4933,2.18615
04:22:16:16:00,180.058,364.239,351.218,42.4333,2.06623
04:22:16:17:00,180.383,346.501,342.457,42.4,1.94846
04:22:16:18:00,179.331,341.031,337.403,42.37,1.1006
04:22:16:19:00,182.439,374.964,356.456,42.3,1.2094
04:22:16:20:00,188.859,401.828,372.73,42.3,1.75431
04:22:16:21:00,183.633,277.335,305.297,42.3,1.93454
04:22:16:22:00,185.712,296.001,324.7,42.3,2.43314
04:22:16:23:00,192.781,404.713,373.744,42.3533,2.82736
04:22:16:24:00,191.981,400.785,369.016,42.325,2.55665
04:22:16:25:00,188.431,399.928,363.817,42.3,1.71374
04:22:16:26:00,183.292,399.928,357.106,42.3,1.58529
04:22:16:27:00,177.695,398.829,349.559,42.3,2.03943
04:22:16:28:00,171.966,402.542,343.595,42.3,2.18051
04:22:16:29:00,166.06,399.914,335.226,42.3,2.16591
04:22:16:30:00,160.732,401.371,329.088,42.2217,2.71049
04:22:16:31:00,155.559,398.986,321.594,42.2,2.29838
04:22:16:32:00,149.784,397.315,313.629,42.2,2.206
04:22:16:33:00,145.157,396.587,306.8,42.2,2.58121
04:22:16:34:00,141.258,395.23,300.966,42.2,2.30102
04:22:16:35:00,137.844,391.302,294.451,42.1883,1.99822
04:22:16:36:00,134.672,390.331,289.452,42.1217,1.97744
04:22:16:37:00,132.26,386.947,284.412,42.1,2.83145
04:22:16:38:00,130.728,386.961,281.101,42.1,2.53956
04:22:16:39:00,128.665,381.334,275.522,42.1,2.48568
04:22:16:40:00,126.766,375.978,270.048,42.1567,2.15565
04:22:16:41:00,124.835,373.722,265.318,42.2,2.37152
04:22:16:42:00,123.316,370.037,261.426,42.2283,2.35073
04:22:16:43:00,121.274,368.009,257.314,42.2967,2.30177
04:22:16:44:00,119.825,367.909,254.153,42.3067,2.65977
04:22:16:45:00,118.669,364.41,250.906,42.3083,2.11003
04:22:16:46:00,116.594,361.839,245.781,42.3783,1.83631
04:22:16:47:00,114.634,359.154,241.637,42.4,1.48615
04:22:16:48:00,112.884,351.528,235.904,42.3417,1.75908
04:22:16:49:00,111.29,345.944,231.192,42.3,1.62941
04:22:16:50:00,110.349,342.359,227.706,42.3,2.1502
04:22:16:51:00,109.551,344.145,225.971,42.2083,2.0756
04:22:16:52:00,108.224,341.345,222.106,42.2017,1.93546
04:22:16:53:00,107.128,335.119,217.971,42.2733,1.78176
04:22:16:54:00,105.734,331.334,214.116,42.3,1.57017
04:22:16:55:00,104.489,325.678,209.761,42.3,1.78399
04:22:16:56:00,103.641,322.536,206.389,42.3,1.49528
04:22:16:57:00,103.003,320.38,203.693,42.3,1.29682
04:22:16:58:00,102.725,316.267,201.327,42.3083,1.80808
04:22:16:59:00,102.94,316.038,200.116,42.3917,1.81264
04:22:17:00:00,102.739,309.183,196.541,42.4,2.35623
04:22:17:01:00,102.553,300.486,192.618,42.4,2.24382
04:22:17:02:00,101.894,297.158,189.861,42.4,2.29488
04:22:17:03:00,101.357,293.63,187.166,42.3217,2.11771
04:22:17:04:00,100.367,289.203,183.648,42.3,2.25131
04:22:17:05:00,99.3288,282.662,179.393,42.2467,1.93658
04:22:17:06:00,98.0927,277.535,175.715,42.2,1.7721
04:22:17:07:00,96.8825,273.35,172.247,42.1117,1.20801
04:22:17:08:00,95.7647,268.452,168.864,42.1,1.66995
04:22:17:09:00,95.1827,263.939,165.932,42.095,2.04378
04:22:17:10:00,94.8892,264.039,164.551,42.005,2.53094
04:22:17:11:00,94.7053,260.14,162.316,42,2.06368
04:22:17:12:00,93.7245,257.212,159.625,42,1.90921
04:22:17:13:00,93.111,254.97,157.3,41.99,2.13801
04:22:17:14:00,92.9285,252.571,155.588,41.9217,1.59202
04:22:17:15:00,92.8195,252.654,154.45,41.9,2.0788
04:22:17:16:00,92.6605,251.675,153.259,41.9,1.78441
04:22:17:17:00,91.7534,248.965,150.707,41.9,2.15171
04:22:17:18:00,91.4893,244.933,148.611,41.8049,2.05466
04:22:17:19:00,91.0117,239.481,145.8,41.8,2.58892
04:22:17:20:00,90.1021,236.321,143.378,41.8,2.04899
04:22:17:21:00,88.2325,234.162,140.111,41.7317,2.31497
04:22:17:22:00,86.2642,235.69,137.471,41.7,2.33669
04:22:17:23:00,84.2335,233.719,134.042,41.7033,1.94717
04:22:17:24:00,82.5502,230.377,130.788,41.7,2.09842
04:22:17:25:00,80.5972,226.707,127.113,41.7,1.82363
04:22:17:26:00,78.3643,221.551,122.882,41.7,1.7943
04:22:17:27:00,76.336,214.567,118.71,41.6833,2.00796
04:22:17:28:00,74.3793,207.369,114.429,41.6833,2.10298
04:22:17:29:00,72.5822,199.329,110.379,41.6717,2.11557
04:22:17:30:00,70.8798,193.95,106.934,41.6153,2.15766
04:22:17:31:00,68.9828,189.08,103.357,41.6,1.95233
04:22:17:32:00,66.6215,183.762,99.3573,41.6,1.76595
04:22:17:33:00,64.5508,177.292,95.441,41.6,1.83664
04:22:17:34:00,62.5293,170.894,91.649,41.6,1.81754
04:22:17:35:00,60.3913,166.01,88.0335,41.6,1.62967
04:22:17:36:00,58.3057,159.34,84.1968,41.5233,1.9041
04:22:17:37:00,56.4625,151.328,80.4193,41.5,1.60829
04:22:17:38:00,54.4322,141.917,76.423,41.5,1.51665
04:22:17:39:00,52.4423,135.419,72.8715,41.5,1.51833
04:22:17:40:00,50.4998,131.134,69.7877,41.5,1.42282
04:22:17:41:00,48.7368,126.835,66.8395,41.5,1.23804
04:22:17:42:00,47.0458,121.822,63.9595,41.4583,1.3553
04:22:17:43:00,45.4348,117.638,61.2347,41.4033,1.26245
04:22:17:44:00,43.8408,111.011,58.2523,41.4,1.34985
04:22:17:45:00,42.425,103.785,55.5235,41.4,1.51365
04:22:17:46:00,40.9497,96.6724,52.8155,41.4,1.4922
04:22:17:47:00,39.401,89.5601,50.1163,41.4,1.52614
04:22:17:48:00,38.2377,82.9334,47.8538,41.3283,1.65256
04:22:17:49:00,37.0307,76.8923,45.677,41.3,1.33405
04:22:17:50:00,35.5428,70.5084,43.2258,41.3,1.49321
04:22:17:51:00,34.3155,65.3813,41.1168,41.3,1.46529
04:22:17:52:00,32.7908,59.8401,38.9262,41.3,1.25218
04:22:17:53:00,31.0667,55.5984,36.5487,41.2867,1.39472
04:22:17:54:00,29.5838,50.8855,34.4553,41.2133,1.35988
04:22:17:55:00,28.2545,45.7869,32.4218,41.2,1.58126
04:22:17:56:00,26.9117,39.5173,30.3737,41.2,1.61362
04:22:17:57:00,25.46,34.4473,28.3293,41.2,1.36974
04:22:17:58:00,23.9018,29.563,26.3168,41.1317,1.27551
04:22:17:59:00,22.3913,25.1214,24.3668,41.1,1.33877
04:22:18:00:00,20.9625,21.0512,22.5238,41.1,1.52904
04:22:18:01:00,19.684,18.0949,20.9395,41.0983,1.29952
04:22:18:02:00,18.1057,14.8244,19.1593,41.1,1.39911
04:22:18:03:00,16.6835,11.8966,17.5395,41.0617,1.38578
04:22:18:04:00,15.4675,9.55442,16.1513,41,1.30325
04:22:18:05:00,14.1672,7.62639,14.6917,41,1.31221
04:22:18:06:00,12.9492,6.12682,13.4087,40.96,1.26737
04:22:18:07:00,11.7947,4.59869,12.1317,40.9,1.14629
04:22:18:08:00,10.6175,3.21337,10.8915,40.9,1.21418
04:22:18:09:00,9.52117,2.11368,9.81967,40.8333,1.06364
04:22:18:10:00,8.42867,0.971152,8.65733,40.8,1.08174
04:22:18:11:00,7.459,0.357041,7.65767,40.8,0.849745
04:22:18:12:00,6.7425,0,6.7425,40.7483,0.97967
04:22:18:13:00,5.84483,0,5.84483,40.7,1.02652
04:22:18:14:00,4.79417,0.0714082,5.0425,40.7,1.09054
04:22:18:15:00,4.16667,0,4.3945,40.6233,1.12854
04:22:18:16:00,3.78667,0.328478,3.93183,40.6,1.05362
04:22:18:17:00,3.328,0,3.45383,40.6,1.26501
04:22:18:18:00,2.94883,0,3.015,40.5183,1.32879
04:22:18:19:00,2.4035,0.0428451,2.5195,40.5,1.13998
04:22:18:20:00,1.92517,0.0000002,2.0275,40.5,1.17728
04:22:18:21:00,1.524,0.142816,1.64333,40.4117,1.31511
04:22:18:22:00,1.23583,0.271351,1.3215,40.4,1.12607
04:22:18:23:00,0.756667,0,0.876,40.3783,1.28563
04:22:18:24:00,0.521167,0,0.62,40.3,1.20358
04:22:18:25:00,0.100333,0,0.224333,40.3,1.28816
04:22:18:26:00,0,0,0.0308333,40.2817,1.35872
04:22:18:27:00,0,0,0,40.2,1.32066
04:22:18:28:00,0,0,0,40.195,1.39046
04:22:18:29:00,0,0,0,40.135,1.28232
04:22:18:30:00,0,0.185661,0,40.1,1.27872
04:22:18:31:00,0,0,0,40.1,1.25825
04:22:18:32:00,0,0.485576,0,40.03,1.31393
04:22:18:33:00,0,0.242788,0,40,1.59679
04:22:18:34:00,0,0.0999716,0,39.9967,1.28076
04:22:18:35:00,0,0.17138,0,39.91,1.2046
04:22:18:36:00,0,0.485576,0,39.9,1.32396
04:22:18:37:00,0,0.0142816,0,39.8767,1.25832
04:22:18:38:00,0,0.371323,0,39.8,0.993172
04:22:18:39:00,0,0.0714082,0,39.8,1.16919
04:22:18:40:00,0,0.0999718,0,39.7483,1.20962
04:22:18:41:00,0,0.285633,0,39.7,0.801888
04:22:18:42:00,0,0.271351,0,39.7,0.821023
04:22:18:43:00,0,0.185661,0,39.6467,1.14234
04:22:18:44:00,0,0.0142816,0,39.6,0.788738
04:22:18:45:00,0,0.271351,0,39.5933,1.02849
04:22:18:46:00,0,0.0714081,0,39.5217,0.943928
04:22:18:47:00,0,0,0,39.5,0.789826
04:22:18:48:00,0,0.128535,0,39.4933,0.973278
04:22:18:49:00,0,0,0,39.4133,1.2191
04:22:18:50:00,0,0,0,39.4,0.901634
04:22:18:51:00,0,0.042845,0,39.4,0.526935
04:22:18:52:00,0,0,0,39.37,0.636069
04:22:18:53:00,0,0,0,39.3033,0.630995
04:22:18:54:00,0,0.142816,0,39.3,0.591805
04:22:18:55:00,0,0,0,39.275,0.770422
04:22:18:56:00,0,0,0,39.2,0.648951
04:22:18:57:00,0,0,0,39.2,0.681006
04:22:18:58:00,0,0.0285633,0,39.2,0.722542
04:22:18:59:00,0,0,0,39.1933,0.850435
04:22:19:00:00,0,0.199943,0,39.1033,0.761847
04:22:19:01:00,0,0,0,39.1,0.743309
04:22:19:02:00,0,0.78549,0,39.1,0.675634
04:22:19:03:00,0,0.128535,0,39.095,0.755578
04:22:19:04:00,0,0.314196,0,39.035,0.863846
04:22:19:05:00,0,0,0,39,0.835384
04:22:19:06:00,0,0.0571266,0,39,0.909006
04:22:19:07:00,0,0.17138,0,38.9733,0.961232
04:22:19:08:00,0,0.142816,0,38.9033,1.01272
04:22:19:09:00,0,0,0,38.9,0.800417
04:22:19:10:00,0,0.414167,0,38.8883,1.01045
04:22:19:11:00,0,0.0285634,0,38.825,1.03
04:22:19:12:00,0,0,0,38.8,0.775825
04:22:19:13:00,0,0.271351,0,38.8,0.846189
04:22:19:14:00,0,0.199943,0,38.7767,0.870613
04:22:19:15:00,0,0.17138,0,38.7,0.735408
04:22:19:16:00,0,0,0,38.7,0.801604
04:22:19:17:00,0,0,0,38.675,0.851347
04:22:19:18:00,0,0,0,38.6,0.783228
04:22:19:19:00,0,0.342759,0,38.6,0.934187
04:22:19:20:00,0,0,0,38.6,0.834633
04:22:19:21:00,0,0,0,38.5283,0.740336
04:22:19:22:00,0,0.128535,0,38.5,0.913596
04:22:19:23:00,0,0.542702,0,38.5,0.708004
04:22:19:24:00,0,0,0,38.475,0.869555
04:22:19:25:00,0,0,0,38.4,0.656522
04:22:19:26:00,0,0.08569,0,38.4,0.535939
04:22:19:27:00,0,0,0,38.4,0.843477
04:22:19:28:00,0,0,0,38.3817,0.567183
04:22:19:29:00,0,0,0,38.3117,0.503186
04:22:19:30:00,0,0,0,38.3,0.735155
04:22:19:31:00,0,0.314196,0,38.3,0.685934
04:22:19:32:00,0,0,0,38.2667,0.681259
04:22:19:33:00,0,0,0,38.2,0.619592
04:22:19:34:00,0,0,0,38.2,0.609255
04:22:19:35:00,0,0,0,38.1967,0.599568
04:22:19:36:00,0,0,0,38.1167,0.605967
04:22:19:37:00,0,0.0714082,0,38.1,0.587567
04:22:19:38:00,0,0,0,38.1,0.544132
04:22:19:39:00,0,0.0856897,0,38.0817,0.55824
04:22:19:40:00,0,0,0,38.01,0.685099
04:22:19:41:00,0,0,0,38,0.832281
04:22:19:42:00,0,0.299914,0,38,0.808731
04:22:19:43:00,0,0.157098,0,37.9983,0.927888
04:22:19:44:00,0,0.128535,0,37.9283,0.921244
04:22:19:45:00,0,0.114253,0,37.9,0.931552
04:22:19:46:00,0,0.299915,0,37.9,0.991862
04:22:19:47:00,0,0,0,37.8967,1.08027
04:22:19:48:00,0,0.0428451,0,37.8133,1.12398
04:22:19:49:00,0,0.185661,0,37.8,1.19895
04:22:19:50:00,0,0.0285632,0,37.8,1.17988
04:22:19:51:00,0,0.0285633,0,37.7967,1.18599
04:22:19:52:00,0,0,0,37.7483,1.10562
04:22:19:53:00,0,0.0999714,0,37.7,1.13173
04:22:19:54:00,0,0.0428449,0,37.7,1.05551
04:22:19:55:00,0,0.0000002,0,37.69,0.971086
04:22:19:56:00,0,0.328477,0,37.64,0.906852
04:22:19:57:00,0,0.042845,0,37.6,0.976987
04:22:19:58:00,0,0,0,37.6,1.02542
04:22:19:59:00,0,0,0,37.6,0.913198
04:22:20:00:00,0,0.114253,0,37.57,1.00775
04:22:20:01:00,0,0,0,37.5017,1.15417
04:22:20:02:00,0,0,0,37.5,1.02472
04:22:20:03:00,0,0,0,37.5,1.15757
04:22:20:04:00,0,0,0,37.5,1.21639
04:22:20:05:00,0,0,0,37.5,1.08595
04:22:20:06:00,0,0.285633,0,37.4383,1.111
04:22:20:07:00,0,0,0,37.4,0.760828
04:22:20:08:00,0,0,0,37.4,0.813306
04:22:20:09:00,0,0,0,37.395,0.747126
04:22:20:10:00,0,0.114253,0,37.33,0.995632
04:22:20:11:00,0,0.128535,0,37.3,0.850059
04:22:20:12:00,0,0,0,37.3,0.800094
04:22:20:13:00,0,0,0,37.3,0.892737
04:22:20:14:00,0,0.0571265,0,37.2933,0.929245
04:22:20:15:00,0,0,0,37.21,0.854964
04:22:20:16:00,0,0,0,37.2,1.04857
04:22:20:17:00,0,0.0999715,0,37.2,1.08267
04:22:20:18:00,0,0,0,37.1783,0.96127
04:22:20:19:00,0,0.357041,0,37.1267,1.21536
04:22:20:20:00,0,0,0,37.1017,0.993425
04:22:20:21:00,0,0,0,37.1,0.8596
04:22:20:22:00,0,0.242788,0,37.1,0.736972
04:22:20:23:00,0,0.114253,0,37.1,0.977072
04:22:20:24:00,0,0,0,37.05,0.919436
04:22:20:25:00,0,0.0571269,0,37,0.71251
04:22:20:26:00,0,0,0,37,0.792937
04:22:20:27:00,0,0.485576,0,37,0.960971
04:22:20:28:00,0,0,0,37,0.833116
04:22:20:29:00,0,0.0285633,0,36.9783,1.10563
04:22:20:30:00,0,0,0,36.9017,0.85816
04:22:20:31:00,0,0.199943,0,36.9,0.875862
04:22:20:32:00,0,0,0,36.9,0.953691
04:22:20:33:00,0,0,0,36.9,0.940019
04:22:20:34:00,0,0,0,36.8917,0.755456
04:22:20:35:00,0,0.17138,0,36.825,0.78253
04:22:20:36:00,0,0,0,36.8,0.924762
04:22:20:37:00,0,0.371323,0,36.8,1.06153
04:22:20:38:00,0,0.0142816,0,36.8,0.713882
04:22:20:39:00,0,0.199943,0,36.765,0.975608
04:22:20:40:00,0,0,0,36.72,0.666906
04:22:20:41:00,0,0.08569,0,36.7,0.530069
04:22:20:42:00,0,0.0999715,0,36.7,0.776193
04:22:20:43:00,0,0,0,36.7,0.826449
04:22:20:44:00,0,0,0,36.7,0.712273
04:22:20:45:00,0,0,0,36.6483,0.988804
04:22:20:46:00,0,0,0,36.6,0.78955
04:22:20:47:00,0,0,0,36.6,0.655641
04:22:20:48:00,0,0,0,36.6,0.717384
04:22:20:49:00,0,0.299914,0,36.6,0.805015
04:22:20:50:00,0,0,0,36.6,0.887173
04:22:20:51:00,0,0.328478,0,36.5967,1.27631
04:22:20:52:00,0,0,0,36.6,1.25663
04:22:20:53:00,0,0,0,36.5967,1.31924
04:22:20:54:00,0,0,0,36.525,1.06638
04:22:20:55:00,0,0,0,36.5,1.23114
04:22:20:56:00,0,0,0.0245,36.5,1.18677
04:22:20:57:00,0,0.0571265,0,36.5,1.17733
04:22:20:58:00,0,0.199943,0,36.5,0.849071
04:22:20:59:00,0,0,0,36.5,0.93831
04:22:21:00:00,0,0,0,36.4117,0.903373
04:22:21:01:00,0,0,0,36.4,0.813789
04:22:21:02:00,0,0.0999714,0,36.4,0.637915
04:22:21:03:00,0,0.142816,0,36.4,0.908309
04:22:21:04:00,0,0.414169,0,36.4,0.970098
04:22:21:05:00,0,0.228507,0,36.4,0.689045
04:22:21:06:00,0,0,0,36.3867,0.704517
04:22:21:07:00,0,0.271351,0,36.3217,0.848657
04:22:21:08:00,0,0.271351,0,36.3,1.05404
04:22:21:09:00,0,0.442731,0,36.3,1.49235
04:22:21:10:00,0,0.271351,0,36.3,1.65052
04:22:21:11:00,0,0.285633,0,36.3,1.30894
04:22:21:12:00,0,0,0,36.245,1.22348
04:22:21:13:00,0,0.0428451,0,36.2,1.40043
04:22:21:14:00,0,0,0,36.2,0.96153
04:22:21:15:00,0,0,0,36.2,1.21269
04:22:21:16:00,0,0,0,36.2,0.818747
04:22:21:17:00,0,0.0428449,0,36.185,1.00205
04:22:21:18:00,0,0.114253,0,36.1,1.43162
